index,x,y,z,vx,vy,vz
152,37.4768,25.1233,42.0001,1.11632,-0.838018,0.000118315
153,37.4602,25.1483,42.0001,1.10138,-0.829871,0.000119157
154,37.4435,25.1649,42.0001,1.08631,-0.821627,0.000119975
155,37.4269,25.1898,42.0001,1.07113,-0.813294,0.000120767
156,37.4113,25.2148,42.0001,1.05584,-0.804881,0.000121534
157,37.3946,25.2314,42.0001,1.04045,-0.796397,0.000122275
158,37.3791,25.2481,42.0001,1.025,-0.787851,0.000122989
159,37.3635,25.273,42.0001,1.00948,-0.779252,0.000123677
160,37.348,25.2896,42.0001,0.993919,-0.770609,0.000124337
161,37.3324,25.3146,42.0001,0.978324,-0.76193,0.000124969
162,37.318,25.3312,42.0001,0.962711,-0.753224,0.000125573
163,37.3025,25.3478,42.0001,0.947094,-0.7445,0.000126149
164,37.288,25.3728,42.0001,0.931487,-0.735767,0.000126696
165,37.2736,25.3894,42.0001,0.915903,-0.727032,0.000127213
166,37.2591,25.4061,42.0001,0.900356,-0.718304,0.000127701
167,37.2447,25.4227,42.0001,0.884859,-0.709591,0.000128159
168,37.2314,25.4393,42,0.869425,-0.700901,0.000128587
169,37.2169,25.456,42,0.854066,-0.692242,0.000128984
170,37.2036,25.4726,42,0.838796,-0.683623,0.00012935
171,37.1903,25.4892,42,0.823626,-0.67505,0.000129686
172,37.1758,25.5059,42,0.808569,-0.666531,0.00012999
173,37.1636,25.5225,42,0.793636,-0.658074,0.000130262
174,37.1503,25.5391,42,0.778839,-0.649686,0.000130503
175,37.137,25.5558,42,0.764189,-0.641374,0.000130711
176,37.1247,25.5724,42,0.749698,-0.633144,0.000130888
177,37.1125,25.589,42,0.735375,-0.625005,0.000131032
178,37.0992,25.5973,42,0.721232,-0.616962,0.000131143
179,37.087,25.614,42,0.707278,-0.609021,0.000131222
180,37.0748,25.6306,42,0.693523,-0.601189,0.000131269
181,37.0637,25.6389,42,0.679977,-0.593473,0.000131282
182,37.0514,25.6555,42,0.666649,-0.585877,0.000131263
183,37.0403,25.6639,42,0.653547,-0.578408,0.00013121
184,37.0281,25.6805,42,0.64068,-0.571071,0.000131125
185,37.017,25.6971,42,0.628057,-0.563871,0.000131006
186,37.0059,25.7054,42,0.615685,-0.556814,0.000130854
187,36.9948,25.7221,42,0.603572,-0.549904,0.00013067
188,36.9837,25.7304,42,0.591724,-0.543146,0.000130452
189,36.9737,25.7387,42,0.580149,-0.536544,0.000130201
190,36.9626,25.7553,42,0.568852,-0.530104,0.000129918
191,36.9526,25.7637,42,0.557841,-0.523828,0.000129601
192,36.9415,25.772,42,0.54712,-0.51772,0.000129252
193,36.9315,25.7886,42,0.536695,-0.511785,0.00012887
194,36.9215,25.7969,42,0.526571,-0.506026,0.000128456
195,36.9115,25.8052,42,0.516752,-0.500445,0.000128009
196,36.9015,25.8136,42,0.507242,-0.495046,0.000127529
197,36.8915,25.8302,42,0.498046,-0.489832,0.000127018
198,36.8815,25.8385,42,0.489167,-0.484804,0.000126475
199,36.8726,25.8468,42,0.480608,-0.479966,0.0001259
200,36.8626,25.8551,42,0.472371,-0.475319,0.000125294
201,36.8537,25.8634,42,0.46446,-0.470866,0.000124657
202,36.8437,25.8718,42,0.456875,-0.466607,0.000123988
203,36.8349,25.8801,42,0.449618,-0.462544,0.000123289
204,36.826,25.8967,42,0.442691,-0.458679,0.00012256
205,36.816,25.905,42,0.436094,-0.455012,0.000121801
206,36.8071,25.9133,42,0.429828,-0.451544,0.000121011
207,36.7982,25.9217,41.9999,0.423893,-0.448275,0.000120193
208,36.7893,25.93,41.9999,0.418288,-0.445206,0.000119345
209,36.7804,25.9383,41.9999,0.413013,-0.442337,0.000118469
210,36.7715,25.9466,41.9999,0.408067,-0.439667,0.000117564
211,36.7627,25.9549,41.9999,0.403448,-0.437197,0.000116632
212,36.7549,25.9632,41.9999,0.399154,-0.434925,0.000115672
213,36.746,25.9716,41.9999,0.395184,-0.432852,0.000114685
214,36.7371,25.9716,41.9999,0.391535,-0.430975,0.000113671
215,36.7282,25.9799,41.9999,0.388205,-0.429293,0.000112631
216,36.7205,25.9882,41.9999,0.385189,-0.427806,0.000111566
217,36.7116,25.9965,41.9999,0.382484,-0.426511,0.000110475
218,36.7027,26.0048,41.9999,0.380087,-0.425406,0.00010936
219,36.6949,26.0131,41.9999,0.377994,-0.42449,0.00010822
220,36.686,26.0215,41.9999,0.3762,-0.423761,0.000107057
221,36.6771,26.0298,41.9999,0.374699,-0.423215,0.00010587
222,36.6694,26.0381,41.9999,0.373488,-0.422851,0.000104661
223,36.6605,26.0464,41.9999,0.372561,-0.422665,0.00010343
224,36.6527,26.0547,41.9999,0.371911,-0.422655,0.000102177
225,36.6438,26.0547,41.9999,0.371533,-0.422817,0.000100903
226,36.636,26.063,41.9999,0.371421,-0.423148,9.96e-05
227,36.6272,26.0713,41.9999,0.371569,-0.423644,9.83e-05
228,36.6183,26.0797,41.9999,0.371968,-0.424303,9.7e-05
229,36.6105,26.088,41.9999,0.372613,-0.425119,9.56e-05
230,36.6016,26.0963,41.9999,0.373496,-0.426089,9.42e-05
231,36.5927,26.1046,41.9999,0.374609,-0.42721,9.29e-05
232,36.5849,26.1129,41.9999,0.375945,-0.428476,9.15e-05
233,36.5761,26.1212,41.9999,0.377496,-0.429883,9e-05
234,36.5672,26.1296,41.9999,0.379253,-0.431427,8.86e-05
235,36.5594,26.1296,41.9999,0.381208,-0.433103,8.71e-05
236,36.5505,26.1379,41.9999,0.383352,-0.434907,8.57e-05
237,36.5416,26.1462,41.9999,0.385678,-0.436833,8.42e-05
238,36.5327,26.1545,41.9999,0.388175,-0.438877,8.27e-05
239,36.5239,26.1628,41.9999,0.390835,-0.441033,8.12e-05
240,36.515,26.1711,41.9999,0.393649,-0.443297,7.97e-05
241,36.5061,26.1795,41.9999,0.396607,-0.445662,7.82e-05
242,36.4972,26.1878,41.9999,0.399699,-0.448125,7.66e-05
243,36.4883,26.1961,41.9999,0.402917,-0.450679,7.51e-05
244,36.4794,26.2044,41.9999,0.406251,-0.453318,7.36e-05
245,36.4705,26.2127,41.9999,0.40969,-0.456038,7.2e-05
246,36.4617,26.221,41.9999,0.413226,-0.458833,7.04e-05
247,36.4517,26.2294,41.9999,0.416848,-0.461698,6.89e-05
248,36.4428,26.2377,41.9999,0.420546,-0.464626,6.73e-05
249,36.4339,26.246,41.9999,0.424312,-0.467612,6.57e-05
250,36.4239,26.2543,41.9999,0.428134,-0.470651,6.41e-05
251,36.415,26.2626,41.9999,0.432002,-0.473736,6.25e-05
252,36.405,26.2709,41.9999,0.435908,-0.476863,6.09e-05
253,36.3961,26.2793,41.9999,0.439842,-0.480025,5.93e-05
254,36.3861,26.2876,41.9999,0.443795,-0.483219,5.77e-05
255,36.3761,26.2959,41.9999,0.447756,-0.486438,5.61e-05
256,36.3673,26.3042,41.9999,0.451715,-0.489675,5.45e-05
257,36.3573,26.3125,41.9999,0.455663,-0.492926,5.29e-05
258,36.3473,26.3208,41.9999,0.459592,-0.496185,5.13e-05
259,36.3373,26.3375,41.9999,0.46349,-0.499447,4.97e-05
260,36.3273,26.3458,41.9999,0.467351,-0.502707,4.81e-05
261,36.3173,26.3541,41.9999,0.471164,-0.505959,4.65e-05
262,36.3073,26.3624,41.9999,0.474921,-0.509199,4.49e-05
263,36.2973,26.3707,41.9999,0.478613,-0.512422,4.33e-05
264,36.2862,26.379,41.9999,0.482233,-0.515622,4.18e-05
265,36.2762,26.3874,41.9999,0.485773,-0.518795,4.02e-05
266,36.2662,26.404,41.9998,0.489224,-0.521937,3.86e-05
267,36.2551,26.4123,41.9998,0.492579,-0.525043,3.7e-05
268,36.2451,26.4206,41.9998,0.495831,-0.528109,3.55e-05
269,36.234,26.4289,41.9998,0.498972,-0.531131,3.39e-05
270,36.224,26.4373,41.9998,0.501997,-0.534104,3.24e-05
271,36.2129,26.4539,41.9998,0.504898,-0.537025,3.09e-05
272,36.2018,26.4622,41.9998,0.507669,-0.539891,2.93e-05
273,36.1918,26.4705,41.9998,0.510305,-0.542697,2.78e-05
274,36.1807,26.4788,41.9998,0.5128,-0.545441,2.63e-05
275,36.1695,26.4872,41.9998,0.515148,-0.548119,2.48e-05
276,36.1584,26.5038,41.9998,0.517345,-0.550728,2.33e-05
277,36.1473,26.5121,41.9998,0.519386,-0.553265,2.19e-05
278,36.1362,26.5204,41.9998,0.521266,-0.555729,2.04e-05
279,36.1251,26.5287,41.9998,0.522982,-0.558115,1.89e-05
280,36.114,26.5454,41.9998,0.524531,-0.560423,1.75e-05
281,36.1029,26.5537,41.9998,0.525908,-0.562651,1.61e-05
282,36.0918,26.562,41.9998,0.52711,-0.564795,1.47e-05
283,36.0807,26.5703,41.9998,0.528136,-0.566855,1.33e-05
284,36.0696,26.5869,41.9998,0.528983,-0.568829,1.19e-05
285,36.0574,26.5953,41.9998,0.529649,-0.570715,1.05e-05
286,36.0463,26.6036,41.9998,0.530132,-0.572514,9.14e-06
287,36.0352,26.6202,41.9998,0.530431,-0.574223,7.8e-06
288,36.024,26.6285,41.9998,0.530545,-0.575843,6.47e-06
289,36.0118,26.6368,41.9998,0.530474,-0.577371,5.15e-06
290,36.0007,26.6452,41.9998,0.530217,-0.57881,3.85e-06
291,35.9885,26.6618,41.9998,0.529774,-0.580157,2.57e-06
292,35.9774,26.6701,41.9998,0.529147,-0.581413,1.3e-06
293,35.9663,26.6784,41.9998,0.528335,-0.582579,4.01e-08
294,35.9541,26.6867,41.9998,0.52734,-0.583655,-1.2e-06
295,35.943,26.7034,41.9998,0.526162,-0.584642,-2.42e-06
296,35.9308,26.7117,41.9998,0.524805,-0.585539,-3.63e-06
297,35.9196,26.72,41.9998,0.52327,-0.586349,-4.83e-06
298,35.9074,26.7283,41.9998,0.521559,-0.587072,-6.01e-06
299,35.8952,26.745,41.9998,0.519674,-0.58771,-7.17e-06
300,35.8841,26.7533,41.9998,0.51762,-0.588264,-8.32e-06
301,35.8719,26.7616,41.9998,0.515399,-0.588736,-9.45e-06
302,35.8608,26.7699,41.9998,0.513014,-0.589128,-1.06e-05
303,35.8486,26.7865,41.9998,0.510469,-0.589441,-1.17e-05
304,35.8375,26.7948,41.9998,0.507769,-0.589677,-1.28e-05
305,35.8252,26.8032,41.9998,0.504918,-0.58984,-1.38e-05
306,35.813,26.8115,41.9998,0.501919,-0.589931,-1.49e-05
307,35.8019,26.8198,41.9998,0.498779,-0.589952,-1.59e-05
308,35.7897,26.8364,41.9998,0.495501,-0.589907,-1.69e-05
309,35.7786,26.8447,41.9998,0.492091,-0.589798,-1.8e-05
310,35.7664,26.8531,41.9998,0.488554,-0.589628,-1.9e-05
311,35.7542,26.8614,41.9998,0.484896,-0.5894,-1.99e-05
312,35.743,26.8697,41.9998,0.481122,-0.589117,-2.09e-05
313,35.7308,26.8863,41.9998,0.477239,-0.588781,-2.19e-05
314,35.7197,26.8946,41.9998,0.473251,-0.588397,-2.28e-05
315,35.7075,26.903,41.9998,0.469166,-0.587967,-2.37e-05
316,35.6964,26.9113,41.9998,0.464989,-0.587495,-2.47e-05
317,35.6842,26.9196,41.9998,0.460726,-0.586983,-2.56e-05
318,35.672,26.9279,41.9998,0.456385,-0.586437,-2.65e-05
319,35.6609,26.9362,41.9998,0.451988,-0.58586,-2.73e-05
320,35.6486,26.9445,41.9998,0.447526,-0.585255,-2.82e-05
321,35.6375,26.9529,41.9998,0.443005,-0.584625,-2.91e-05
322,35.6264,26.9612,41.9998,0.43843,-0.583973,-2.99e-05
323,35.6142,26.9695,41.9998,0.433808,-0.583302,-3.08e-05
324,35.6031,26.9778,41.9998,0.429145,-0.582617,-3.16e-05
325,35.5909,26.9861,41.9998,0.424448,-0.58192,-3.24e-05
326,35.5798,27.0028,41.9998,0.419723,-0.581214,-3.32e-05
327,35.5676,27.0028,41.9999,0.414975,-0.580503,-3.4e-05
328,35.5564,27.0111,41.9999,0.41021,-0.579791,-3.48e-05
329,35.5453,27.0194,41.9999,0.405436,-0.579079,-3.56e-05
330,35.5331,27.0277,41.9999,0.400656,-0.578371,-3.64e-05
331,35.522,27.036,41.9999,0.395877,-0.577671,-3.72e-05
332,35.5109,27.0443,41.9999,0.391104,-0.57698,-3.8e-05
333,35.4987,27.0526,41.9999,0.386343,-0.576302,-3.87e-05
334,35.4876,27.061,41.9999,0.381598,-0.57564,-3.95e-05
335,35.4765,27.0693,41.9999,0.376875,-0.574996,-4.03e-05
336,35.4654,27.0776,41.9999,0.372178,-0.574372,-4.1e-05
337,35.4532,27.0859,41.9999,0.367512,-0.573771,-4.18e-05
338,35.442,27.0942,41.9999,0.362881,-0.573196,-4.26e-05
339,35.4309,27.1025,41.9999,0.35829,-0.572647,-4.33e-05
340,35.4187,27.1025,41.9999,0.353742,-0.572128,-4.41e-05
341,35.4076,27.1109,41.9999,0.349241,-0.571641,-4.48e-05
342,35.3965,27.1192,41.9999,0.34479,-0.571186,-4.56e-05
343,35.3854,27.1275,41.9999,0.340393,-0.570766,-4.64e-05
344,35.3743,27.1358,41.9999,0.336054,-0.570383,-4.71e-05
345,35.3621,27.1441,41.9999,0.331774,-0.570036,-4.79e-05
346,35.351,27.1441,41.9999,0.327556,-0.569729,-4.87e-05
347,35.3399,27.1524,41.9999,0.323402,-0.569462,-4.94e-05
348,35.3288,27.1608,41.9999,0.319315,-0.569235,-5.02e-05
349,35.3176,27.1691,41.9999,0.315297,-0.569051,-5.1e-05
350,35.3054,27.1691,41.9999,0.311348,-0.568908,-5.18e-05
351,35.2943,27.1774,41.9999,0.30747,-0.568809,-5.26e-05
352,35.2832,27.1857,41.9999,0.303665,-0.568753,-5.34e-05
353,35.2721,27.194,41.9999,0.299933,-0.568741,-5.42e-05
354,35.261,27.194,41.9999,0.296275,-0.568773,-5.5e-05
355,35.2499,27.2023,41.9999,0.29269,-0.568848,-5.59e-05
356,35.2377,27.2107,41.9999,0.28918,-0.568967,-5.67e-05
357,35.2266,27.2107,41.9999,0.285743,-0.56913,-5.76e-05
358,35.2155,27.219,41.9999,0.28238,-0.569336,-5.84e-05
359,35.2044,27.2273,41.9999,0.27909,-0.569584,-5.93e-05
360,35.1933,27.2273,41.9999,0.275872,-0.569874,-6.02e-05
361,35.181,27.2356,41.9999,0.272725,-0.570206,-6.11e-05
362,35.1699,27.2439,41.9999,0.269647,-0.570578,-6.2e-05
363,35.1588,27.2439,41.9999,0.266637,-0.57099,-6.29e-05
364,35.1477,27.2522,41.9999,0.263694,-0.57144,-6.39e-05
365,35.1366,27.2606,41.9999,0.260816,-0.571928,-6.48e-05
366,35.1244,27.2606,41.9999,0.258,-0.572451,-6.58e-05
367,35.1133,27.2689,41.9999,0.255244,-0.573009,-6.68e-05
368,35.1022,27.2689,41.9999,0.252547,-0.573601,-6.78e-05
369,35.0911,27.2772,41.9999,0.249904,-0.574224,-6.88e-05
370,35.0788,27.2855,41.9999,0.247314,-0.574878,-6.99e-05
371,35.0677,27.2855,41.9999,0.244774,-0.575561,-7.09e-05
372,35.0566,27.2938,41.9999,0.242281,-0.576271,-7.2e-05
373,35.0444,27.2938,41.9999,0.23982,-0.57701,-7.31e-05
374,35.0333,27.3021,41.9999,0.237399,-0.577772,-7.42e-05
375,35.0222,27.3021,41.9999,0.235017,-0.578557,-7.53e-05
376,35.01,27.3104,41.9999,0.232668,-0.579363,-7.65e-05
377,34.9989,27.3188,41.9999,0.230351,-0.580186,-7.76e-05
378,34.9867,27.3188,41.9999,0.228061,-0.581027,-7.88e-05
379,34.9756,27.3271,41.9999,0.225795,-0.581883,-8e-05
380,34.9633,27.3271,41.9999,0.22355,-0.582752,-8.12e-05
381,34.9522,27.3354,41.9999,0.221322,-0.583632,-8.25e-05
382,34.94,27.3354,41.9999,0.219108,-0.584522,-8.37e-05
383,34.9289,27.3437,41.9999,0.216903,-0.585419,-8.5e-05
384,34.9167,27.3437,41.9999,0.214706,-0.586323,-8.63e-05
385,34.9056,27.352,41.9999,0.212511,-0.587232,-8.76e-05
386,34.8934,27.352,41.9999,0.210317,-0.588144,-8.89e-05
387,34.8823,27.3603,41.9999,0.208118,-0.589057,-9.03e-05
388,34.87,27.3603,41.9999,0.205913,-0.58997,-9.16e-05
389,34.8578,27.3687,41.9999,0.203699,-0.590882,-9.3e-05
390,34.8467,27.3687,41.9999,0.201471,-0.591791,-9.44e-05
391,34.8345,27.377,41.9999,0.199226,-0.592697,-9.58e-05
392,34.8234,27.377,41.9999,0.196963,-0.593597,-9.72e-05
393,34.8112,27.3853,41.9999,0.194678,-0.59449,-9.86e-05
394,34.799,27.3853,41.9999,0.192368,-0.595376,-0.000100051
395,34.7867,27.3936,41.9999,0.190031,-0.596254,-0.000101503
396,34.7756,27.3936,41.9999,0.187664,-0.597123,-0.000102966
397,34.7634,27.4019,41.9999,0.185265,-0.597981,-0.000104439
398,34.7512,27.4019,41.9999,0.182832,-0.598829,-0.000105921
399,34.739,27.4019,41.9999,0.180361,-0.599665,-0.000107412
400,34.7279,27.4102,41.9999,0.177853,-0.600489,-0.00010891
401,34.7157,27.4102,41.9999,0.175303,-0.6013,-0.000110415
402,34.7034,27.4186,41.9999,0.172712,-0.602099,-0.000111926
403,34.6912,27.4186,42,0.170077,-0.602885,-0.000113441
404,34.679,27.4269,42,0.167396,-0.603657,-0.00011496
405,34.6668,27.4269,42,0.164669,-0.604416,-0.000116481
406,34.6557,27.4269,42,0.161895,-0.605161,-0.000118003
407,34.6435,27.4352,42,0.159072,-0.605893,-0.000119526
408,34.6312,27.4352,42,0.156199,-0.606611,-0.000121047
409,34.619,27.4352,42,0.153277,-0.607317,-0.000122567
410,34.6068,27.4435,42,0.150304,-0.608009,-0.000124083
411,34.5946,27.4435,42,0.14728,-0.60869,-0.000125594
412,34.5824,27.4518,42,0.144204,-0.609358,-0.000127099
413,34.5702,27.4518,42,0.141078,-0.610014,-0.000128597
414,34.5579,27.4518,42,0.1379,-0.61066,-0.000130087
415,34.5457,27.4601,42,0.134672,-0.611296,-0.000131567
416,34.5335,27.4601,42,0.131393,-0.611921,-0.000133037
417,34.5213,27.4601,42,0.128064,-0.612538,-0.000134494
418,34.5091,27.4685,42,0.124685,-0.613147,-0.000135938
419,34.4968,27.4685,42,0.121259,-0.613749,-0.000137367
420,34.4846,27.4685,42,0.117784,-0.614345,-0.00013878
421,34.4724,27.4685,42,0.114263,-0.614935,-0.000140176
422,34.4602,27.4768,42,0.110697,-0.61552,-0.000141554
423,34.448,27.4768,42,0.107087,-0.616102,-0.000142913
424,34.4358,27.4768,42,0.103435,-0.616682,-0.000144251
425,34.4235,27.4768,42,0.0997822,-0.617253,-0.000145553
426,34.4113,27.4851,42,0.0960911,-0.617824,-0.000146832
427,34.3991,27.4851,42,0.0923633,-0.618396,-0.000148089
428,34.3869,27.4851,42,0.0886005,-0.618968,-0.000149322
429,34.3747,27.4851,42,0.0848045,-0.619543,-0.000150529
430,34.3625,27.4851,42,0.0809772,-0.62012,-0.000151711
431,34.3502,27.4934,42,0.0771208,-0.620702,-0.000152866
432,34.338,27.4934,42,0.0732371,-0.621288,-0.000153994
433,34.3258,27.4934,42,0.0693285,-0.621879,-0.000155093
434,34.3136,27.4934,42,0.0653969,-0.622476,-0.000156164
435,34.3014,27.4934,42,0.0614448,-0.623081,-0.000157206
436,34.2891,27.4934,42,0.0574742,-0.623692,-0.000158219
437,34.2758,27.5017,42,0.0534876,-0.624312,-0.000159201
438,34.2636,27.5017,42,0.0494874,-0.62494,-0.000160153
439,34.2514,27.5017,42,0.0454757,-0.625576,-0.000161074
440,34.2392,27.5017,42.0001,0.0414551,-0.626222,-0.000161964
441,34.2269,27.5017,42.0001,0.037428,-0.626877,-0.000162824
442,34.2147,27.5017,42.0001,0.0333967,-0.627542,-0.000163652
443,34.2025,27.5017,42.0001,0.0293637,-0.628216,-0.00016445
444,34.1892,27.5017,42.0001,0.0253315,-0.6289,-0.000165217
445,34.177,27.5017,42.0001,0.0213023,-0.629593,-0.000165953
446,34.1647,27.5017,42.0001,0.0172788,-0.630297,-0.000166659
447,34.1525,27.5017,42.0001,0.0132632,-0.631009,-0.000167334
448,34.1403,27.5017,42.0001,0.0092579,-0.631731,-0.00016798
449,34.127,27.5017,42.0001,0.00526533,-0.632461,-0.000168597
450,34.1148,27.5017,42.0001,0.00128781,-0.633199,-0.000169186
451,34.1025,27.5017,42.0001,-0.00267236,-0.633945,-0.000169746
452,34.0903,27.5017,42.0001,-0.00661293,-0.634698,-0.000170279
453,34.077,27.5017,42.0001,-0.0105317,-0.635458,-0.000170786
454,34.0648,27.5017,42.0001,-0.0144264,-0.636223,-0.000171267
455,34.0526,27.5017,42.0001,-0.0182949,-0.636993,-0.000171723
456,34.0392,27.5017,42.0001,-0.0221352,-0.637766,-0.000172156
457,34.027,27.5017,42.0001,-0.0259453,-0.638543,-0.000172566
458,34.0148,27.5017,42.0001,-0.0297231,-0.639321,-0.000172954
459,34.0015,27.5017,42.0001,-0.0334668,-0.6401,-0.000173321
460,33.9893,27.5017,42.0001,-0.0371746,-0.640878,-0.000173669
461,33.9759,27.5017,42.0001,-0.0408447,-0.641654,-0.000173999
462,33.9637,27.5017,42.0001,-0.0444755,-0.642428,-0.000174312
463,33.9515,27.5017,42.0001,-0.0480653,-0.643196,-0.000174609
464,33.9382,27.5017,42.0001,-0.0516126,-0.643959,-0.000174892
465,33.9259,27.4934,42.0001,-0.0551161,-0.644714,-0.000175162
466,33.9126,27.4934,42.0001,-0.0585744,-0.645461,-0.000175421
467,33.9004,27.4934,42.0001,-0.0619863,-0.646197,-0.000175669
468,33.8871,27.4934,42.0001,-0.0653507,-0.646921,-0.000175909
469,33.8749,27.4934,42.0001,-0.0686665,-0.647632,-0.000176142
470,33.8615,27.4934,42.0002,-0.0719328,-0.648327,-0.000176368
471,33.8493,27.4934,42.0002,-0.075149,-0.649006,-0.000176591
472,33.836,27.4851,42.0002,-0.0783142,-0.649667,-0.00017681
473,33.8238,27.4851,42.0002,-0.0814278,-0.650307,-0.000177028
474,33.8104,27.4851,42.0002,-0.0844896,-0.650926,-0.000177246
475,33.7971,27.4851,42.0002,-0.0874991,-0.651523,-0.000177465
476,33.7849,27.4851,42.0002,-0.0904562,-0.652094,-0.000177686
477,33.7716,27.4768,42.0002,-0.0933607,-0.65264,-0.000177912
478,33.7593,27.4768,42.0002,-0.0962397,-0.653163,-0.000178144
479,33.746,27.4768,42.0002,-0.0990656,-0.653656,-0.000178384
480,33.7327,27.4768,42.0002,-0.101839,-0.654119,-0.00017863
481,33.7194,27.4685,42.0002,-0.104559,-0.65455,-0.000178886
482,33.7071,27.4685,42.0002,-0.107228,-0.654947,-0.000179151
483,33.6938,27.4685,42.0002,-0.109846,-0.65531,-0.000179427
484,33.6805,27.4685,42.0002,-0.112415,-0.655638,-0.000179714
485,33.6672,27.4601,42.0002,-0.114934,-0.65593,-0.000180013
486,33.6549,27.4601,42.0002,-0.117407,-0.656184,-0.000180325
487,33.6416,27.4601,42.0002,-0.119833,-0.656401,-0.000180651
488,33.6283,27.4518,42.0002,-0.122215,-0.65658,-0.00018099
489,33.615,27.4518,42.0002,-0.124554,-0.656721,-0.000181343
490,33.6016,27.4518,42.0002,-0.126852,-0.656822,-0.00018171
491,33.5894,27.4518,42.0002,-0.129112,-0.656885,-0.000182091
492,33.5761,27.4435,42.0002,-0.131336,-0.656909,-0.000182487
493,33.5627,27.4435,42.0002,-0.133526,-0.656894,-0.000182896
494,33.5494,27.4435,42.0002,-0.135684,-0.656841,-0.000183318
495,33.5361,27.4352,42.0002,-0.137813,-0.65675,-0.000183754
496,33.5239,27.4352,42.0002,-0.139917,-0.656622,-0.000184201
497,33.5105,27.4352,42.0002,-0.141998,-0.656457,-0.00018466
498,33.4972,27.4269,42.0002,-0.144059,-0.656258,-0.00018513
499,33.4839,27.4269,42.0003,-0.146104,-0.656023,-0.000185609
500,33.4717,27.4269,42.0003,-0.148136,-0.655756,-0.000186096
501,33.4583,27.4186,42.0003,-0.150158,-0.655458,-0.00018659
502,33.445,27.4186,42.0003,-0.152175,-0.655129,-0.000187089
503,33.4317,27.4102,42.0003,-0.15419,-0.654773,-0.000187592
504,33.4184,27.4102,42.0003,-0.156207,-0.65439,-0.000188096
505,33.4061,27.4102,42.0003,-0.15823,-0.653984,-0.000188601
506,33.3928,27.4019,42.0003,-0.160264,-0.653555,-0.000189103
507,33.3795,27.4019,42.0003,-0.162312,-0.653108,-0.000189601
508,33.3673,27.4019,42.0003,-0.16438,-0.652643,-0.000190092
509,33.3539,27.3936,42.0003,-0.166471,-0.652165,-0.000190573
510,33.3406,27.3936,42.0003,-0.16859,-0.651675,-0.000191043
511,33.3273,27.3853,42.0003,-0.170742,-0.651177,-0.000191498
512,33.3151,27.3853,42.0003,-0.172932,-0.650674,-0.000191936
513,33.3017,27.3853,42.0003,-0.175164,-0.65017,-0.000192353
514,33.2884,27.377,42.0003,-0.177443,-0.649667,-0.000192747
515,33.2762,27.377,42.0003,-0.179774,-0.649169,-0.000193114
516,33.2629,27.3687,42.0003,-0.182163,-0.64868,-0.00019345
517,33.2495,27.3687,42.0003,-0.184613,-0.648203,-0.000193754
518,33.2373,27.3604,42.0003,-0.187131,-0.647742,-0.00019402
519,33.224,27.3604,42.0003,-0.189721,-0.647302,-0.000194246
520,33.2118,27.352,42.0003,-0.192389,-0.646886,-0.000194428
521,33.1984,27.352,42.0003,-0.195139,-0.646498,-0.000194563
522,33.1851,27.352,42.0003,-0.197976,-0.646142,-0.000194645
523,33.1729,27.3437,42.0003,-0.200905,-0.645823,-0.000194673
524,33.1596,27.3437,42.0003,-0.203932,-0.645545,-0.000194641
525,33.1473,27.3354,42.0004,-0.207061,-0.645311,-0.000194546
526,33.134,27.3354,42.0004,-0.210298,-0.645127,-0.000194384
527,33.1207,27.3271,42.0004,-0.213646,-0.644996,-0.000194152
528,33.1085,27.3271,42.0004,-0.217111,-0.644923,-0.000193845
529,33.0951,27.3188,42.0004,-0.220698,-0.644911,-0.000193459
530,33.0829,27.3105,42.0004,-0.22441,-0.644966,-0.00019299
531,33.0696,27.3105,42.0004,-0.228253,-0.645092,-0.000192435
532,33.0574,27.3021,42.0004,-0.232189,-0.645289,-0.000191797
533,33.0441,27.3021,42.0004,-0.236261,-0.645563,-0.000191067
534,33.0318,27.2938,42.0004,-0.240472,-0.645918,-0.000190241
535,33.0185,27.2938,42.0004,-0.244827,-0.646357,-0.000189316
536,33.0063,27.2855,42.0004,-0.249328,-0.646885,-0.000188289
537,32.993,27.2855,42.0004,-0.25398,-0.647504,-0.000187155
538,32.9807,27.2772,42.0004,-0.258785,-0.648218,-0.000185912
539,32.9674,27.2689,42.0004,-0.263747,-0.64903,-0.000184557
540,32.9552,27.2689,42.0004,-0.268867,-0.649944,-0.000183087
541,32.9419,27.2606,42.0004,-0.274149,-0.650962,-0.000181498
542,32.9297,27.2522,42.0004,-0.279594,-0.652087,-0.000179789
543,32.9163,27.2522,42.0004,-0.285205,-0.653322,-0.000177956
544,32.903,27.2439,42.0004,-0.290983,-0.654669,-0.000175997
545,32.8908,27.2356,42.0004,-0.29693,-0.65613,-0.00017391
546,32.8774,27.2356,42.0004,-0.303046,-0.657708,-0.000171692
547,32.8641,27.2273,42.0004,-0.309334,-0.659403,-0.000169342
548,32.8519,27.219,42.0004,-0.315793,-0.661218,-0.000166858
549,32.8386,27.2107,42.0004,-0.322424,-0.663154,-0.000164239
550,32.8252,27.2107,42.0004,-0.329226,-0.665213,-0.000161482
551,32.8119,27.2023,42.0004,-0.3362,-0.667394,-0.000158588
552,32.7986,27.194,42.0004,-0.343346,-0.669699,-0.000155554
553,32.7853,27.1857,42.0004,-0.350661,-0.672127,-0.00015238
554,32.7719,27.1774,42.0005,-0.358145,-0.674681,-0.000149066
