index,x,y,z,yaw,vn,ve,vd,an,ae,ad
280,-5.4996,18.989,-5.95535,104.179,-0.558909,1.92032,-0.5,0,0,0
281,-5.51923,19.0568,-5.95964,104.179,-0.558909,1.92032,-0.5,0,0,0
282,-5.53886,19.1246,-5.96393,104.179,-0.558909,1.92032,-0.5,0,0,0
283,-5.55849,19.1924,-5.96822,104.179,-0.558909,1.92032,-0.5,0,0,0
284,-5.57812,19.2601,-5.97251,104.179,-0.558909,1.92032,-0.5,0,0,0
285,-5.59775,19.3279,-5.9768,104.179,-0.558909,1.92032,-0.5,0,0,0
286,-5.61738,19.3957,-5.98109,104.179,-0.558909,1.92032,-0.5,0,0,0
287,-5.63701,19.4634,-5.98538,104.179,-0.558909,1.92032,-0.5,0,0,0
288,-5.65664,19.5313,-5.98967,104.179,-0.558909,1.92032,-0.5,0,0,0
289,-5.67627,19.599,-5.99396,104.179,-0.558909,1.92032,-0.5,0,0,0
290,-5.6959,19.6668,-5.99825,104.179,-0.558909,1.92032,-0.5,0,0,0
291,-5.71553,19.7346,-6.00254,104.179,-0.558909,1.92032,-0.5,0,0,0
292,-5.73516,19.8024,-6.00683,104.179,-0.558909,1.92032,-0.5,0,0,0
293,-5.75479,19.8701,-6.01112,104.179,-0.558909,1.92032,-0.5,0,0,0
294,-5.77442,19.938,-6.01541,104.179,-0.558909,1.92032,-0.5,0,0,0
295,-5.79405,20.0057,-6.0197,104.179,-0.558909,1.92032,-0.5,0,0,0
296,-5.81368,20.0734,-6.02399,104.179,-0.558909,1.92032,-0.5,0,0,0
297,-5.83331,20.1413,-6.02828,104.179,-0.558909,1.92032,-0.5,0,0,0
298,-5.85294,20.209,-6.03257,104.179,-0.558909,1.92032,-0.5,0,0,0
299,-5.87257,20.2768,-6.03686,104.179,-0.558909,1.92032,-0.5,0,0,0
300,-5.8922,20.3446,-6.04115,104.179,-0.558909,1.92032,-0.5,0,0,0
301,-5.91183,20.4124,-6.04544,104.179,-0.558909,1.92032,-0.5,0,0,0
302,-5.93146,20.4801,-6.04973,104.179,-0.558909,1.92032,-0.5,0,0,0
303,-5.95109,20.548,-6.05402,104.179,-0.558909,1.92032,-0.5,0,0,0
304,-5.97072,20.6157,-6.05831,104.179,-0.558909,1.92032,-0.5,0,0,0
305,-5.99035,20.6835,-6.0626,104.179,-0.558909,1.92032,-0.5,0,0,0
306,-6.00999,20.7512,-6.06689,104.179,-0.558909,1.92032,-0.5,0,0,0
307,-6.02962,20.8191,-6.07118,104.179,-0.558909,1.92032,-0.5,0,0,0
308,-6.04925,20.8868,-6.07547,104.179,-0.558909,1.92032,-0.5,0,0,0
309,-6.06888,20.9545,-6.07976,104.179,-0.558909,1.92032,-0.5,0,0,0
310,-6.08851,21.0224,-6.08405,104.179,-0.558909,1.92032,-0.5,0,0,0
311,-6.10803,21.0901,-6.08834,104.179,-0.558909,1.92032,-0.5,0,0,0
312,-6.12766,21.1579,-6.09263,104.179,-0.558909,1.92032,-0.5,0,0,0
313,-6.14729,21.2257,-6.09692,104.179,-0.558909,1.92032,-0.5,0,0,0
314,-6.16692,21.2935,-6.10121,104.179,-0.558909,1.92032,-0.5,0,0,0
315,-6.18655,21.3612,-6.1055,104.179,-0.558909,1.92032,-0.5,0,0,0
316,-6.20618,21.4291,-6.10979,104.179,-0.558909,1.92032,-0.5,0,0,0
317,-6.22581,21.4968,-6.11408,104.179,-0.558909,1.92032,-0.5,0,0,0
318,-6.24544,21.5646,-6.11837,104.179,-0.558909,1.92032,-0.5,0,0,0
319,-6.26507,21.6324,-6.12266,104.179,-0.558909,1.92032,-0.5,0,0,0
320,-6.2847,21.7001,-6.12695,104.179,-0.558909,1.92032,-0.5,0,0,0
321,-6.30433,21.7679,-6.13124,104.179,-0.558909,1.92032,-0.5,0,0,0
322,-6.32396,21.8357,-6.13553,104.179,-0.558909,1.92032,-0.5,0,0,0
323,-6.34359,21.9035,-6.13982,104.179,-0.558909,1.92032,-0.5,0,0,0
324,-6.36322,21.9712,-6.14411,104.179,-0.558909,1.92032,-0.5,0,0,0
325,-6.38285,22.0391,-6.1484,104.179,-0.558909,1.92032,-0.5,0,0,0
326,-6.40248,22.1068,-6.15269,104.179,-0.558909,1.92032,-0.5,0,0,0
327,-6.42211,22.1746,-6.15698,104.179,-0.558909,1.92032,-0.5,0,0,0
328,-6.44174,22.2424,-6.16127,104.179,-0.558909,1.92032,-0.5,0,0,0
329,-6.46137,22.3102,-6.16556,104.179,-0.558909,1.92032,-0.5,0,0,0
330,-6.481,22.3779,-6.16985,104.179,-0.558909,1.92032,-0.5,0,0,0
331,-6.50063,22.4458,-6.17414,104.179,-0.558909,1.92032,-0.5,0,0,0
332,-6.52026,22.5135,-6.17843,104.179,-0.558909,1.92032,-0.5,0,0,0
333,-6.53989,22.5812,-6.18272,104.179,-0.558909,1.92032,-0.5,0,0,0
334,-6.55952,22.649,-6.187,104.179,-0.558909,1.92032,-0.5,0,0,0
335,-6.57915,22.7168,-6.19129,104.179,-0.558909,1.92032,-0.5,0,0,0
336,-6.59878,22.7846,-6.19559,104.179,-0.558909,1.92032,-0.5,0,0,0
337,-6.61841,22.8523,-6.19988,104.179,-0.558909,1.92032,-0.5,0,0,0
338,-6.63805,22.9202,-6.20416,104.179,-0.558909,1.92032,-0.5,0,0,0
339,-6.65768,22.9879,-6.20845,104.179,-0.558909,1.92032,-0.5,0,0,0
340,-6.67731,23.0557,-6.21274,104.179,-0.558909,1.92032,-0.5,0,0,0
341,-6.69694,23.1235,-6.21703,104.179,-0.558909,1.92032,-0.5,0,0,0
342,-6.71657,23.1913,-6.22132,104.179,-0.558909,1.92032,-0.5,0,0,0
343,-6.73609,23.259,-6.22561,104.179,-0.558909,1.92032,-0.5,0,0,0
344,-6.75572,23.3268,-6.2299,104.179,-0.558909,1.92032,-0.5,0,0,0
345,-6.77535,23.3946,-6.23419,104.179,-0.558909,1.92032,-0.5,0,0,0
346,-6.79498,23.4623,-6.23848,104.179,-0.558909,1.92032,-0.5,0,0,0
347,-6.81461,23.5302,-6.24277,104.179,-0.558909,1.92032,-0.5,0,0,0
348,-6.83424,23.5979,-6.24706,104.179,-0.558909,1.92032,-0.5,0,0,0
349,-6.85387,23.6657,-6.25135,104.179,-0.558909,1.92032,-0.5,0,0,0
350,-6.8735,23.7335,-6.25564,104.179,-0.558909,1.92032,-0.5,0,0,0
351,-6.89313,23.8013,-6.25993,104.179,-0.558909,1.92032,-0.5,0,0,0
352,-6.91276,23.869,-6.26422,104.179,-0.558909,1.92032,-0.5,0,0,0
353,-6.93239,23.9369,-6.26851,104.179,-0.558909,1.92032,-0.5,0,0,0
354,-6.95202,24.0046,-6.2728,104.179,-0.558909,1.92032,-0.5,0,0,0
355,-6.97165,24.0723,-6.27709,104.179,-0.558909,1.92032,-0.5,0,0,0
356,-6.99128,24.1402,-6.28138,104.179,-0.558909,1.92032,-0.5,0,0,0
357,-7.01091,24.2079,-6.28567,104.179,-0.558794,1.91992,-0.499897,0.00567288,-0.0194911,0.00507496
358,-7.03054,24.2757,-6.28996,104.179,-0.558336,1.91835,-0.499487,0.0126592,-0.043495,0.011325
359,-7.05017,24.3435,-6.29425,104.179,-0.557528,1.91557,-0.498764,0.0196456,-0.067499,0.017575
360,-7.0698,24.4113,-6.29854,104.179,-0.556371,1.9116,-0.497729,0.026632,-0.091503,0.023825
361,-7.08943,24.479,-6.30283,104.179,-0.554865,1.90642,-0.496382,0.0336183,-0.115507,0.030075
362,-7.10906,24.5468,-6.30712,104.179,-0.553009,1.90005,-0.494722,0.0406047,-0.139511,0.036325
363,-7.12869,24.6146,-6.31141,104.179,-0.550804,1.89247,-0.492749,0.0475911,-0.163515,0.042575
364,-7.14832,24.6824,-6.3157,104.179,-0.54825,1.8837,-0.490464,0.0545774,-0.187519,0.048825
365,-7.16795,24.7501,-6.31999,104.179,-0.545347,1.87372,-0.487867,0.0615638,-0.211523,0.055075
366,-7.18758,24.818,-6.32428,104.179,-0.542094,1.86254,-0.484957,0.0685502,-0.235527,0.061325
367,-7.20721,24.8857,-6.32857,104.179,-0.538492,1.85017,-0.481734,0.0755365,-0.259531,0.067575
368,-7.22684,24.9534,-6.33286,104.179,-0.53454,1.83659,-0.4782,0.0825229,-0.283535,0.073825
369,-7.24647,25.0213,-6.33715,104.179,-0.530239,1.82181,-0.474352,0.0895093,-0.307539,0.080075
370,-7.26611,25.089,-6.34144,104.179,-0.525589,1.80584,-0.470192,0.0964956,-0.331543,0.086325
371,-7.28574,25.1568,-6.34573,104.179,-0.52059,1.78866,-0.46572,0.103482,-0.355547,0.092575
372,-7.30537,25.2246,-6.35002,104.179,-0.515241,1.77028,-0.460935,0.110468,-0.379551,0.098825
373,-7.325,25.2924,-6.35431,104.179,-0.509543,1.7507,-0.455837,0.117455,-0.403555,0.105075
374,-7.34463,25.3601,-6.3586,104.179,-0.503496,1.72993,-0.450427,0.124441,-0.427559,0.111325
375,-7.36426,25.428,-6.36289,104.179,-0.497099,1.70795,-0.444705,0.131427,-0.451563,0.117575
376,-7.38378,25.4957,-6.36718,104.179,-0.490353,1.68477,-0.43867,0.138414,-0.475567,0.123825
377,-7.40341,25.5635,-6.37147,104.179,-0.483373,1.66079,-0.432425,0.139727,-0.480079,0.125
378,-7.42304,25.6313,-6.37576,104.179,-0.476386,1.63678,-0.426175,0.139727,-0.480079,0.125
379,-7.44267,25.699,-6.38005,104.179,-0.4694,1.61278,-0.419925,0.139727,-0.480079,0.125
380,-7.4623,25.7668,-6.38434,104.179,-0.462414,1.58878,-0.413675,0.139727,-0.480079,0.125
381,-7.48193,25.8346,-6.38863,104.179,-0.455427,1.56477,-0.407425,0.139727,-0.480079,0.125
382,-7.50156,25.9024,-6.39292,104.179,-0.448441,1.54077,-0.401175,0.139727,-0.480079,0.125
383,-7.52119,25.9701,-6.39721,104.179,-0.441454,1.51676,-0.394925,0.139727,-0.480079,0.125
384,-7.54082,26.038,-6.4015,104.179,-0.434468,1.49276,-0.388675,0.139727,-0.480079,0.125
385,-7.56045,26.1057,-6.40579,104.179,-0.427482,1.46876,-0.382425,0.139727,-0.480079,0.125
386,-7.58008,26.1735,-6.41008,104.179,-0.420495,1.44475,-0.376175,0.139727,-0.480079,0.125
387,-7.59971,26.2413,-6.41437,104.179,-0.413509,1.42075,-0.369925,0.139727,-0.480079,0.125
388,-7.61934,26.3091,-6.41866,104.179,-0.406523,1.39674,-0.363675,0.139727,-0.480079,0.125
389,-7.63897,26.3768,-6.42295,104.179,-0.399536,1.37274,-0.357425,0.139727,-0.480079,0.125
390,-7.6586,26.4446,-6.42724,104.179,-0.39255,1.34874,-0.351175,0.139727,-0.480079,0.125
391,-7.67823,26.5124,-6.43153,104.179,-0.385564,1.32473,-0.344925,0.139727,-0.480079,0.125
392,-7.69786,26.5801,-6.43582,104.179,-0.378577,1.30073,-0.338675,0.139727,-0.480079,0.125
393,-7.71749,26.6479,-6.44011,104.179,-0.371591,1.27672,-0.332425,0.139727,-0.480079,0.125
394,-7.73712,26.7157,-6.44439,104.179,-0.364604,1.25272,-0.326175,0.139727,-0.480079,0.125
395,-7.75675,26.7835,-6.44868,104.179,-0.357618,1.22872,-0.319925,0.139727,-0.480079,0.125
396,-7.77638,26.8512,-6.45297,104.179,-0.350632,1.20471,-0.313675,0.139727,-0.480079,0.125
397,-7.79601,26.9191,-6.45726,104.179,-0.343645,1.18071,-0.307425,0.139727,-0.480079,0.125
398,-7.81564,26.9868,-6.46155,104.179,-0.336659,1.1567,-0.301175,0.139727,-0.480079,0.125
399,-7.83527,27.0546,-6.46584,104.179,-0.329673,1.1327,-0.294925,0.139727,-0.480079,0.125
400,-7.8549,27.1224,-6.47013,104.179,-0.322686,1.1087,-0.288675,0.139727,-0.480079,0.125
401,-7.87453,27.1902,-6.47442,104.179,-0.3157,1.08469,-0.282425,0.139727,-0.480079,0.125
402,-7.89416,27.2579,-6.47871,104.179,-0.308714,1.06069,-0.276175,0.139727,-0.480079,0.125
403,-7.91379,27.3257,-6.483,104.179,-0.301727,1.03668,-0.269925,0.139727,-0.480079,0.125
404,-7.93343,27.3935,-6.48729,104.179,-0.294741,1.01268,-0.263675,0.139727,-0.480079,0.125
405,-7.95306,27.4612,-6.49158,104.179,-0.287754,0.988676,-0.257425,0.139727,-0.480079,0.125
406,-7.97269,27.5291,-6.49587,104.179,-0.280768,0.964672,-0.251175,0.139727,-0.480079,0.125
407,-7.99232,27.5968,-6.50016,104.179,-0.273782,0.940668,-0.244925,0.139727,-0.480079,0.125
408,-8.01195,27.6646,-6.50445,104.179,-0.266795,0.916664,-0.238675,0.139727,-0.480079,0.125
409,-8.03147,27.7324,-6.50874,104.179,-0.259809,0.89266,-0.232425,0.139727,-0.480079,0.125
410,-8.0511,27.8002,-6.51303,104.179,-0.252823,0.868656,-0.226175,0.139727,-0.480079,0.125
411,-8.07073,27.8679,-6.51732,104.179,-0.245836,0.844652,-0.219925,0.139727,-0.480079,0.125
412,-8.09036,27.9358,-6.52161,104.179,-0.23885,0.820648,-0.213675,0.139727,-0.480079,0.125
413,-8.10999,28.0035,-6.5259,104.179,-0.231864,0.796644,-0.207425,0.139727,-0.480079,0.125
414,-8.12962,28.0713,-6.53019,104.179,-0.224877,0.77264,-0.201175,0.139727,-0.480079,0.125
415,-8.14925,28.1391,-6.53448,104.179,-0.217891,0.748636,-0.194925,0.139727,-0.480079,0.125
416,-8.16888,28.2068,-6.53877,104.179,-0.210904,0.724632,-0.188675,0.139727,-0.480079,0.125
417,-8.18851,28.2746,-6.54306,104.179,-0.203918,0.700628,-0.182425,0.139727,-0.480079,0.125
418,-8.20814,28.3424,-6.54735,104.179,-0.196932,0.676624,-0.176175,0.139727,-0.480079,0.125
419,-8.22777,28.4102,-6.55164,104.179,-0.189945,0.65262,-0.169925,0.139727,-0.480079,0.125
420,-8.2474,28.4779,-6.55593,104.179,-0.182959,0.628616,-0.163675,0.139727,-0.480079,0.125
421,-8.26703,28.5457,-6.56022,104.179,-0.175973,0.604612,-0.157425,0.139727,-0.480079,0.125
422,-8.28666,28.6135,-6.56451,104.179,-0.168986,0.580608,-0.151175,0.139727,-0.480079,0.125
423,-8.30629,28.6813,-6.5688,104.179,-0.162,0.556604,-0.144925,0.139727,-0.480079,0.125
424,-8.32592,28.749,-6.57309,104.179,-0.155013,0.5326,-0.138675,0.139727,-0.480079,0.125
425,-8.34555,28.8169,-6.57738,104.179,-0.148027,0.508596,-0.132425,0.139727,-0.480079,0.125
426,-8.36518,28.8846,-6.58167,104.179,-0.141041,0.484592,-0.126175,0.139727,-0.480079,0.125
427,-8.38481,28.9523,-6.58596,104.179,-0.134054,0.460588,-0.119925,0.139727,-0.480079,0.125
428,-8.40444,29.0202,-6.59025,104.179,-0.127068,0.436584,-0.113675,0.139727,-0.480079,0.125
429,-8.42407,29.0879,-6.59454,104.179,-0.120082,0.41258,-0.107425,0.139727,-0.480079,0.125
430,-8.4437,29.1557,-6.59883,104.179,-0.113095,0.388576,-0.101175,0.139727,-0.480079,0.125
431,-8.46333,29.2235,-6.60312,104.179,-0.106109,0.364572,-0.094925,0.139727,-0.480079,0.125
432,-8.48296,29.2913,-6.60741,104.179,-0.0991226,0.340569,-0.088675,0.139727,-0.480079,0.125
433,-8.50259,29.359,-6.6117,104.179,-0.0921362,0.316565,-0.082425,0.139727,-0.480079,0.125
434,-8.52222,29.4269,-6.61599,104.179,-0.0851499,0.292561,-0.076175,0.139727,-0.480079,0.125
435,-8.54185,29.4946,-6.62028,104.179,-0.0781635,0.268557,-0.069925,0.139727,-0.480079,0.125
436,-8.56148,29.5624,-6.62457,104.179,-0.0711771,0.244553,-0.063675,0.139727,-0.480079,0.125
437,-8.58111,29.6302,-6.62886,104.179,-0.0641908,0.220549,-0.057425,0.139727,-0.480079,0.125
438,-8.60074,29.6979,-6.63315,104.179,-0.0572044,0.196545,-0.051175,0.139727,-0.480079,0.125
439,-8.62038,29.7657,-6.63744,104.179,-0.050218,0.172541,-0.044925,0.139727,-0.480079,0.125
440,-8.64001,29.8335,-6.64172,104.179,-0.0432317,0.148537,-0.038675,0.139727,-0.480079,0.125
441,-8.65952,29.9013,-6.64602,104.179,-0.0362453,0.124533,-0.032425,0.139727,-0.480079,0.125
442,-8.67916,29.969,-6.65031,104.179,-0.0292589,0.100529,-0.026175,0.139727,-0.480079,0.125
443,-8.69879,30.0369,-6.65459,104.179,-0.0222726,0.0765248,-0.019925,0.139727,-0.480079,0.125
444,-8.71842,30.1046,-6.65888,104.179,-0.0152862,0.0525208,-0.013675,0.139727,-0.480079,0.125
445,-8.73805,30.1724,-6.66317,104.179,-0.00829985,0.0285169,-0.00742504,0.139727,-0.480079,0.125
446,-8.75768,30.2402,-6.66746,104.179,-0.00131348,0.0045129,-0.00117504,0.139727,-0.480079,0.125
447,-8.77731,30.308,-6.67175,104.179,0,0,0,0.134054,-0.460588,0.119925
448,-8.79694,30.3757,-6.67604,104.179,0,0,0,0.127068,-0.436584,0.113675
449,-8.81657,30.4435,-6.68033,104.179,0,0,0,0.120082,-0.41258,0.107425
450,-8.8362,30.5113,-6.68462,104.179,0,0,0,0.113095,-0.388576,0.101175
451,-8.85583,30.579,-6.68891,104.179,0,0,0,0.106109,-0.364572,0.094925
452,-8.87546,30.6468,-6.6932,104.179,0,0,0,0.0991226,-0.340569,0.088675
453,-8.89509,30.7146,-6.69749,104.179,0,0,0,0.0921362,-0.316565,0.082425
454,-8.91472,30.7824,-6.70178,104.179,0,0,0,0.0851499,-0.292561,0.076175
455,-8.93435,30.8501,-6.70607,104.179,0,0,0,0.0781635,-0.268557,0.069925
456,-8.95398,30.918,-6.71036,104.179,0,0,0,0.0711771,-0.244553,0.063675
457,-8.97361,30.9857,-6.71465,104.179,0,0,0,0.0641908,-0.220549,0.057425
458,-8.99324,31.0535,-6.71894,104.179,0,0,0,0.0572044,-0.196545,0.051175
459,-9.01287,31.1213,-6.72323,104.179,0,0,0,0.050218,-0.172541,0.044925
460,-9.0325,31.1891,-6.72752,104.179,0,0,0,0.0432317,-0.148537,0.038675
461,-9.05213,31.2568,-6.73181,104.179,0,0,0,0.0362453,-0.124533,0.032425
462,-9.07176,31.3246,-6.7361,104.179,0,0,0,0.0292589,-0.100529,0.026175
463,-9.09139,31.3924,-6.74039,104.179,0,0,0,0.0222726,-0.0765248,0.019925
464,-9.11102,31.4601,-6.74468,104.179,0,0,0,0.0152862,-0.0525208,0.013675
465,-9.13065,31.528,-6.74897,104.179,0,0,0,0.00829985,-0.0285169,0.00742504
466,-9.15028,31.5957,-6.75326,105.179,0,0,0,0.00131348,-0.0045129,0.00117504
467,-9.19476,31.581,-6.75638,106.179,-0.000342094,-0.000229749,-7.1375e-05,-0.0168521,-0.0113178,-0.00351604
468,-9.24489,31.547,-6.75924,107.179,-0.00170355,-0.00114409,-0.00035543,-0.037606,-0.025256,-0.00784616
469,-9.29513,31.5132,-6.76209,108.179,-0.00410269,-0.00275535,-0.000855991,-0.0583599,-0.0391942,-0.0121763
470,-9.34526,31.4793,-6.76495,109.179,-0.00753954,-0.00506352,-0.00157306,-0.0791138,-0.0531325,-0.0165064
471,-9.3955,31.4454,-6.76781,110.179,-0.0120141,-0.0080686,-0.00250663,-0.0998678,-0.0670707,-0.0208365
472,-9.44574,31.4116,-6.77066,111.179,-0.0175263,-0.0117706,-0.00365671,-0.120622,-0.081009,-0.0251667
473,-9.49587,31.3777,-6.77352,112.179,-0.0240762,-0.0161695,-0.0050233,-0.141376,-0.0949472,-0.0294968
474,-9.54611,31.3437,-6.77637,113.179,-0.0316639,-0.0212653,-0.00660639,-0.16213,-0.108885,-0.0338269
475,-9.59624,31.3099,-6.77923,114.179,-0.0402892,-0.027058,-0.00840599,-0.182883,-0.122824,-0.0381571
476,-9.64648,31.276,-6.78208,115.179,-0.0499522,-0.0335477,-0.0104221,-0.203637,-0.136762,-0.0424872
477,-9.69672,31.2421,-6.78494,116.179,-0.0606529,-0.0407342,-0.0126547,-0.224391,-0.1507,-0.0468173
478,-9.74685,31.2083,-6.78779,117.179,-0.0723914,-0.0486177,-0.0151038,-0.245145,-0.164638,-0.0511474
479,-9.79709,31.1744,-6.79065,118.179,-0.0851675,-0.0571981,-0.0177695,-0.265899,-0.178577,-0.0554776
480,-9.84722,31.1404,-6.7935,119.179,-0.0989813,-0.0664754,-0.0206516,-0.286653,-0.192515,-0.0598077
481,-9.89746,31.1066,-6.79636,120.179,-0.113833,-0.0764496,-0.0237502,-0.307407,-0.206453,-0.0641378
482,-9.9477,31.0727,-6.79921,121.179,-0.129722,-0.0871207,-0.0270654,-0.328161,-0.220391,-0.0684679
483,-9.99783,31.0388,-6.80207,122.179,-0.146649,-0.0984887,-0.030597,-0.348915,-0.23433,-0.0727981
484,-10.0481,31.005,-6.80492,123.179,-0.164613,-0.110554,-0.0343452,-0.369669,-0.248268,-0.0771282
485,-10.0982,30.9711,-6.80778,124.179,-0.183616,-0.123315,-0.0383098,-0.390423,-0.262206,-0.0814583
486,-10.1484,30.9371,-6.81063,125.179,-0.203656,-0.136774,-0.042491,-0.411177,-0.276144,-0.0857884
487,-10.1987,30.9033,-6.81349,126.179,-0.224391,-0.1507,-0.0468173,-0.415079,-0.278765,-0.0866025
488,-10.2488,30.8694,-6.81634,127.179,-0.245145,-0.164638,-0.0511474,-0.415079,-0.278765,-0.0866025
489,-10.2991,30.8355,-6.8192,128.179,-0.265899,-0.178577,-0.0554776,-0.415079,-0.278765,-0.0866025
490,-10.3492,30.8017,-6.82205,129.179,-0.286653,-0.192515,-0.0598077,-0.415079,-0.278765,-0.0866025
491,-10.3994,30.7678,-6.82491,130.179,-0.307407,-0.206453,-0.0641378,-0.415079,-0.278765,-0.0866025
492,-10.4497,30.7338,-6.82776,131.179,-0.328161,-0.220391,-0.0684679,-0.415079,-0.278765,-0.0866025
493,-10.4998,30.7,-6.83062,132.179,-0.348915,-0.23433,-0.0727981,-0.415079,-0.278765,-0.0866025
494,-10.55,30.6661,-6.83347,133.179,-0.369669,-0.248268,-0.0771282,-0.415079,-0.278765,-0.0866025
495,-10.6002,30.6322,-6.83633,134.179,-0.390423,-0.262206,-0.0814583,-0.415079,-0.278765,-0.0866025
496,-10.6504,30.5984,-6.83918,135.179,-0.411177,-0.276144,-0.0857884,-0.415079,-0.278765,-0.0866025
497,-10.7006,30.5645,-6.84204,136.179,-0.431931,-0.290083,-0.0901186,-0.415079,-0.278765,-0.0866025
498,-10.7508,30.5305,-6.84489,137.179,-0.452685,-0.304021,-0.0944487,-0.415079,-0.278765,-0.0866025
499,-10.801,30.4967,-6.84775,138.179,-0.473438,-0.317959,-0.0987788,-0.415079,-0.278765,-0.0866025
500,-10.8512,30.4628,-6.8506,139.179,-0.494192,-0.331897,-0.103109,-0.415079,-0.278765,-0.0866025
501,-10.9014,30.4289,-6.85346,140.179,-0.514946,-0.345835,-0.107439,-0.415079,-0.278765,-0.0866025
502,-10.9516,30.3951,-6.85631,141.179,-0.5357,-0.359774,-0.111769,-0.415079,-0.278765,-0.0866025
503,-11.0018,30.3612,-6.85917,142.179,-0.556454,-0.373712,-0.116099,-0.415079,-0.278765,-0.0866025
504,-11.052,30.3272,-6.86203,143.179,-0.577208,-0.38765,-0.120429,-0.415079,-0.278765,-0.0866025
505,-11.1021,30.2934,-6.86488,144.179,-0.597962,-0.401588,-0.12476,-0.415079,-0.278765,-0.0866025
506,-11.1524,30.2595,-6.86774,145.179,-0.618716,-0.415527,-0.12909,-0.415079,-0.278765,-0.0866025
507,-11.2026,30.2256,-6.87059,146.179,-0.63947,-0.429465,-0.13342,-0.415079,-0.278765,-0.0866025
508,-11.2527,30.1918,-6.87345,147.179,-0.660224,-0.443403,-0.13775,-0.415079,-0.278765,-0.0866025
509,-11.303,30.1579,-6.8763,148.179,-0.680978,-0.457341,-0.14208,-0.415079,-0.278765,-0.0866025
510,-11.3531,30.124,-6.87916,149.179,-0.701732,-0.47128,-0.14641,-0.415079,-0.278765,-0.0866025
511,-11.4034,30.0901,-6.88201,150.179,-0.722486,-0.485218,-0.15074,-0.415079,-0.278765,-0.0866025
512,-11.4536,30.0562,-6.88487,151.179,-0.74324,-0.499156,-0.15507,-0.415079,-0.278765,-0.0866025
513,-11.5037,30.0224,-6.88772,152.179,-0.763993,-0.513094,-0.159401,-0.415079,-0.278765,-0.0866025
514,-11.554,29.9885,-6.89058,153.179,-0.784747,-0.527033,-0.163731,-0.415079,-0.278765,-0.0866025
515,-11.6041,29.9546,-6.89343,154.179,-0.805501,-0.540971,-0.168061,-0.415079,-0.278765,-0.0866025
516,-11.6543,29.9207,-6.89629,155.179,-0.826255,-0.554909,-0.172391,-0.415079,-0.278765,-0.0866025
517,-11.7046,29.8868,-6.89914,156.179,-0.847009,-0.568847,-0.176721,-0.415079,-0.278765,-0.0866025
518,-11.7547,29.8529,-6.902,157.179,-0.867763,-0.582786,-0.181051,-0.415079,-0.278765,-0.0866025
519,-11.8049,29.8191,-6.90485,158.179,-0.888517,-0.596724,-0.185381,-0.415079,-0.278765,-0.0866025
520,-11.8551,29.7852,-6.90771,159.179,-0.909271,-0.610662,-0.189711,-0.415079,-0.278765,-0.0866025
521,-11.9053,29.7513,-6.91056,160.179,-0.930025,-0.6246,-0.194042,-0.415079,-0.278765,-0.0866025
522,-11.9556,29.7174,-6.91342,161.179,-0.950779,-0.638538,-0.198372,-0.415079,-0.278765,-0.0866025
523,-12.0057,29.6835,-6.91627,162.179,-0.971533,-0.652477,-0.202702,-0.415079,-0.278765,-0.0866025
524,-12.0559,29.6496,-6.91913,163.179,-0.992287,-0.666415,-0.207032,-0.415079,-0.278765,-0.0866025
525,-12.1061,29.6158,-6.92198,164.179,-1.01304,-0.680353,-0.211362,-0.415079,-0.278765,-0.0866025
526,-12.1563,29.5819,-6.92484,165.179,-1.03379,-0.694291,-0.215692,-0.415079,-0.278765,-0.0866025
527,-12.2065,29.548,-6.92769,166.179,-1.05455,-0.70823,-0.220022,-0.415079,-0.278765,-0.0866025
528,-12.2567,29.5141,-6.93055,167.179,-1.0753,-0.722168,-0.224353,-0.415079,-0.278765,-0.0866025
529,-12.3069,29.4802,-6.9334,168.179,-1.09606,-0.736106,-0.228683,-0.415079,-0.278765,-0.0866025
530,-12.357,29.4463,-6.93626,169.179,-1.11681,-0.750044,-0.233013,-0.415079,-0.278765,-0.0866025
531,-12.4073,29.4125,-6.93911,170.179,-1.13756,-0.763983,-0.237343,-0.415079,-0.278765,-0.0866025
532,-12.4575,29.3786,-6.94197,171.179,-1.15832,-0.777921,-0.241673,-0.415079,-0.278765,-0.0866025
533,-12.5077,29.3447,-6.94482,172.179,-1.17907,-0.791859,-0.246003,-0.415079,-0.278765,-0.0866025
534,-12.5579,29.3108,-6.94768,173.179,-1.19983,-0.805797,-0.250333,-0.415079,-0.278765,-0.0866025
535,-12.608,29.2769,-6.95053,174.179,-1.22058,-0.819736,-0.254663,-0.415079,-0.278765,-0.0866025
536,-12.6583,29.243,-6.95339,175.179,-1.24133,-0.833674,-0.258994,-0.415079,-0.278765,-0.0866025
537,-12.7085,29.2092,-6.95624,176.179,-1.26209,-0.847612,-0.263324,-0.415079,-0.278765,-0.0866025
538,-12.7586,29.1753,-6.9591,177.179,-1.28284,-0.86155,-0.267654,-0.415079,-0.278765,-0.0866025
539,-12.8089,29.1414,-6.96196,178.179,-1.3036,-0.875489,-0.271984,-0.415079,-0.278765,-0.0866025
540,-12.859,29.1075,-6.96481,179.179,-1.32435,-0.889427,-0.276314,-0.415079,-0.278765,-0.0866025
541,-12.9092,29.0736,-6.96767,180.179,-1.3451,-0.903365,-0.280644,-0.415079,-0.278765,-0.0866025
