t,Px,Py,Pz,yaw,vn,ve,vd,an,ae,ad
19.10000000,-3.505636,12.044776,-3.136141,159.178959,-0.1835411491,0.6306165255,-0.1641958731,0.1397272855,-0.4800794577,0.1250000000
19.15000000,-3.381024,11.616630,-3.024663,160.178959,-0.1765547848,0.6066125526,-0.1579458731,0.1397272855,-0.4800794577,0.1250000000
19.20000000,-3.255714,11.186085,-2.912561,161.178959,-0.1695684206,0.5826085798,-0.1516958731,0.1397272855,-0.4800794577,0.1250000000
19.25000000,-3.129705,10.753139,-2.799833,162.178959,-0.1625820563,0.5586046069,-0.1454458731,0.1397272855,-0.4800794577,0.1250000000
19.30000000,-3.002997,10.317792,-2.686480,163.178959,-0.1555956920,0.5346006340,-0.1391958731,0.1397272855,-0.4800794577,0.1250000000
19.35000000,-2.875590,9.880045,-2.572503,164.178959,-0.1486093277,0.5105966611,-0.1329458731,0.1397272855,-0.4800794577,0.1250000000
19.40000000,-2.747485,9.439898,-2.457900,165.178959,-0.1416229635,0.4865926882,-0.1266958731,0.1397272855,-0.4800794577,0.1250000000
19.45000000,-2.618682,8.997351,-2.342672,166.178959,-0.1346365992,0.4625887153,-0.1204458731,0.1397272855,-0.4800794577,0.1250000000
19.50000000,-2.489180,8.552402,-2.226820,167.178959,-0.1276502349,0.4385847425,-0.1141958731,0.1397272855,-0.4800794577,0.1250000000
19.55000000,-2.358979,8.105054,-2.110342,168.178959,-0.1206638706,0.4145807696,-0.1079458731,0.1397272855,-0.4800794577,0.1250000000
19.60000000,-2.228079,7.655305,-1.993239,169.178959,-0.1136775063,0.3905767967,-0.1016958731,0.1397272855,-0.4800794577,0.1250000000
19.65000000,-2.096481,7.203156,-1.875511,170.178959,-0.1066911421,0.3665728238,-0.0954458731,0.1397272855,-0.4800794577,0.1250000000
19.70000000,-1.964184,6.748606,-1.757159,171.178959,-0.0997047778,0.3425688509,-0.0891958731,0.1397272855,-0.4800794577,0.1250000000
19.75000000,-1.831189,6.291656,-1.638181,172.178959,-0.0927184135,0.3185648780,-0.0829458731,0.1397272855,-0.4800794577,0.1250000000
19.80000000,-1.697495,5.832306,-1.518578,173.178959,-0.0857320492,0.2945609052,-0.0766958731,0.1397272855,-0.4800794577,0.1250000000
19.85000000,-1.563102,5.370555,-1.398351,174.178959,-0.0787456850,0.2705569323,-0.0704458731,0.1397272855,-0.4800794577,0.1250000000
19.90000000,-1.428010,4.906404,-1.277498,175.178959,-0.0717593207,0.2465529594,-0.0641958731,0.1397272855,-0.4800794577,0.1250000000
19.95000000,-1.292220,4.439852,-1.156020,176.178959,-0.0647729564,0.2225489865,-0.0579458731,0.1397272855,-0.4800794577,0.1250000000
20.00000000,-1.155732,3.970900,-1.033917,177.178959,-0.0577865921,0.1985450136,-0.0516958731,0.1397272855,-0.4800794577,0.1250000000
20.05000000,-1.018545,3.499548,-0.911190,178.178959,-0.0508002279,0.1745410407,-0.0454458731,0.1397272855,-0.4800794577,0.1250000000
20.10000000,-0.880659,3.025795,-0.787837,179.178959,-0.0438138636,0.1505370679,-0.0391958731,0.1397272855,-0.4800794577,0.1250000000
20.15000000,-0.742074,2.549642,-0.663859,180.178959,-0.0368274993,0.1265330950,-0.0329458731,0.1397272855,-0.4800794577,0.1250000000
20.20000000,-0.602791,2.071088,-0.539257,181.178959,-0.0298411350,0.1025291221,-0.0266958731,0.1397272855,-0.4800794577,0.1250000000
20.25000000,-0.462809,1.590134,-0.414029,182.178959,-0.0228547707,0.0785251492,-0.0204458731,0.1397272855,-0.4800794577,0.1250000000
20.30000000,-0.322129,1.106780,-0.288176,183.178959,-0.0158684065,0.0545211763,-0.0141958731,0.1397272855,-0.4800794577,0.1250000000
20.35000000,-0.180750,0.621025,-0.161699,184.178959,-0.0088820422,0.0305172034,-0.0079458731,0.1397272855,-0.4800794577,0.1250000000
20.40000000,-0.038672,0.132870,-0.034596,183.178959,-0.0018956779,0.0065132306,-0.0016958731,0.1397272855,-0.4800794577,0.1250000000
20.45000000,-9.174244,31.518895,-2.000166,184.178959,-0.0151225632,-0.0101562413,-0.0045541269,-0.4150785489,-0.2787647722,-0.1250000000
20.50000000,-9.176794,31.517183,-2.000934,185.178959,-0.0358764907,-0.0240944799,-0.0108041269,-0.4150785489,-0.2787647722,-0.1250000000
20.55000000,-9.181419,31.514076,-2.002327,186.178959,-0.0566304181,-0.0380327185,-0.0170541269,-0.4150785489,-0.2787647722,-0.1250000000
20.60000000,-9.188120,31.509576,-2.004345,187.178959,-0.0773843456,-0.0519709571,-0.0233041269,-0.4150785489,-0.2787647722,-0.1250000000
20.65000000,-9.196896,31.503682,-2.006988,188.178959,-0.0981382730,-0.0659091957,-0.0295541269,-0.4150785489,-0.2787647722,-0.1250000000
20.70000000,-9.207747,31.496394,-2.010255,189.178959,-0.1188922004,-0.0798474343,-0.0358041269,-0.4150785489,-0.2787647722,-0.1250000000
20.75000000,-9.220674,31.487713,-2.014148,190.178959,-0.1396461279,-0.0937856729,-0.0420541269,-0.4150785489,-0.2787647722,-0.1250000000
20.80000000,-9.235677,31.477637,-2.018666,191.178959,-0.1604000553,-0.1077239115,-0.0483041269,-0.4150785489,-0.2787647722,-0.1250000000
20.85000000,-9.252754,31.466168,-2.023809,192.178959,-0.1811539828,-0.1216621501,-0.0545541269,-0.4150785489,-0.2787647722,-0.1250000000
20.90000000,-9.271907,31.453305,-2.029577,193.178959,-0.2019079102,-0.1356003888,-0.0608041269,-0.4150785489,-0.2787647722,-0.1250000000
20.95000000,-9.293136,31.439048,-2.035970,194.178959,-0.2226618377,-0.1495386274,-0.0670541269,-0.4150785489,-0.2787647722,-0.1250000000
21.00000000,-9.316440,31.423397,-2.042988,195.178959,-0.2434157651,-0.1634768660,-0.0733041269,-0.4150785489,-0.2787647722,-0.1250000000
21.05000000,-9.341819,31.406353,-2.050631,196.178959,-0.2641696926,-0.1774151046,-0.0795541269,-0.4150785489,-0.2787647722,-0.1250000000
21.10000000,-9.369274,31.387914,-2.058899,197.178959,-0.2849236200,-0.1913533432,-0.0858041269,-0.4150785489,-0.2787647722,-0.1250000000
21.15000000,-9.398804,31.368082,-2.067792,198.178959,-0.3056775475,-0.2052915818,-0.0920541269,-0.4150785489,-0.2787647722,-0.1250000000
21.20000000,-9.430409,31.346856,-2.077310,199.178959,-0.3264314749,-0.2192298204,-0.0983041269,-0.4150785489,-0.2787647722,-0.1250000000
21.25000000,-9.464090,31.324236,-2.087453,200.178959,-0.3471854024,-0.2331680590,-0.1045541269,-0.4150785489,-0.2787647722,-0.1250000000
21.30000000,-9.499846,31.300222,-2.098220,201.178959,-0.3679393298,-0.2471062976,-0.1108041269,-0.4150785489,-0.2787647722,-0.1250000000
21.35000000,-9.537678,31.274815,-2.109613,202.178959,-0.3886932573,-0.2610445362,-0.1170541269,-0.4150785489,-0.2787647722,-0.1250000000
21.40000000,-9.577585,31.248013,-2.121631,203.178959,-0.4094471847,-0.2749827748,-0.1233041269,-0.4150785489,-0.2787647722,-0.1250000000
21.45000000,-9.619567,31.219818,-2.134274,204.178959,-0.4302011122,-0.2889210135,-0.1295541269,-0.4150785489,-0.2787647722,-0.1250000000
21.50000000,-9.663625,31.190229,-2.147542,205.178959,-0.4509550396,-0.3028592521,-0.1358041269,-0.4150785489,-0.2787647722,-0.1250000000
21.55000000,-9.709758,31.159247,-2.161435,206.178959,-0.4717089670,-0.3167974907,-0.1420541269,-0.4150785489,-0.2787647722,-0.1250000000
21.60000000,-9.757967,31.126870,-2.175953,207.178959,-0.4924628945,-0.3307357293,-0.1483041269,-0.4150785489,-0.2787647722,-0.1250000000
21.65000000,-9.808251,31.093099,-2.191096,208.178959,-0.5132168219,-0.3446739679,-0.1545541269,-0.4150785489,-0.2787647722,-0.1250000000
21.70000000,-9.860610,31.057935,-2.206864,209.178959,-0.5339707494,-0.3586122065,-0.1608041269,-0.4150785489,-0.2787647722,-0.1250000000
21.75000000,-9.915045,31.021377,-2.223257,210.178959,-0.5547246768,-0.3725504451,-0.1670541269,-0.4150785489,-0.2787647722,-0.1250000000
21.80000000,-9.971555,30.983425,-2.240275,211.178959,-0.5754786043,-0.3864886837,-0.1733041269,-0.4150785489,-0.2787647722,-0.1250000000
21.85000000,-10.030141,30.944079,-2.257917,212.178959,-0.5962325317,-0.4004269223,-0.1795541269,-0.4150785489,-0.2787647722,-0.1250000000
21.90000000,-10.090802,30.903340,-2.276185,213.178959,-0.6169864592,-0.4143651609,-0.1858041269,-0.4150785489,-0.2787647722,-0.1250000000
21.95000000,-10.153538,30.861206,-2.295078,214.178959,-0.6377403866,-0.4283033995,-0.1920541269,-0.4150785489,-0.2787647722,-0.1250000000
22.00000000,-10.218350,30.817679,-2.314596,215.178959,-0.6584943141,-0.4422416382,-0.1983041269,-0.4150785489,-0.2787647722,-0.1250000000
22.05000000,-10.285237,30.772758,-2.334739,216.178959,-0.6792482415,-0.4561798768,-0.2045541269,-0.4150785489,-0.2787647722,-0.1250000000
22.10000000,-10.354199,30.726443,-2.355507,217.178959,-0.7000021690,-0.4701181154,-0.2108041269,-0.4150785489,-0.2787647722,-0.1250000000
22.15000000,-10.425237,30.678735,-2.376900,-142.271737,-0.7207560964,-0.4840563540,-0.2170541269,-0.4150785489,-0.2787647722,-0.1250000000
22.20000000,-10.498351,30.629632,-2.398918,-142.271737,-0.7415100239,-0.4979945926,-0.2233041269,-0.4150785489,-0.2787647722,-0.1250000000
22.25000000,-10.573539,30.579136,-2.421561,-142.271737,-0.7622639513,-0.5119328312,-0.2295541269,-0.4150785489,-0.2787647722,-0.1250000000
22.30000000,-10.650803,30.527246,-2.444829,-142.271737,-0.7830178788,-0.5258710698,-0.2358041269,-0.4150785489,-0.2787647722,-0.1250000000
22.35000000,-10.730143,30.473962,-2.468722,-142.271737,-0.8037718062,-0.5398093084,-0.2420541269,-0.4150785489,-0.2787647722,-0.1250000000
22.40000000,-10.811558,30.419284,-2.493240,-142.271737,-0.8245257336,-0.5537475470,-0.2483041269,-0.4150785489,-0.2787647722,-0.1250000000
22.45000000,-10.895048,30.363212,-2.518382,-142.271737,-0.8452796611,-0.5676857856,-0.2545541269,-0.4150785489,-0.2787647722,-0.1250000000
22.50000000,-10.980614,30.305747,-2.544150,-142.271737,-0.8660335885,-0.5816240242,-0.2608041269,-0.4150785489,-0.2787647722,-0.1250000000
22.55000000,-11.068255,30.246888,-2.570543,-142.271737,-0.8867875160,-0.5955622629,-0.2670541269,-0.4150785489,-0.2787647722,-0.1250000000
22.60000000,-11.157971,30.186634,-2.597561,-142.271737,-0.9075414434,-0.6095005015,-0.2733041269,-0.4150785489,-0.2787647722,-0.1250000000
22.65000000,-11.249763,30.124988,-2.625204,-142.271737,-0.9282953709,-0.6234387401,-0.2795541269,-0.4150785489,-0.2787647722,-0.1250000000
22.70000000,-11.343630,30.061947,-2.653472,-142.271737,-0.9490492983,-0.6373769787,-0.2858041269,-0.4150785489,-0.2787647722,-0.1250000000
22.75000000,-11.439573,29.997512,-2.682365,-142.271738,-0.9698032258,-0.6513152173,-0.2920541269,-0.4150785489,-0.2787647722,-0.1250000000
22.80000000,-11.537591,29.931684,-2.711883,-142.271737,-0.9905571532,-0.6652534559,-0.2983041269,-0.4150785489,-0.2787647722,-0.1250000000
22.85000000,-11.637684,29.864462,-2.742026,-142.271737,-1.0113110807,-0.6791916945,-0.3045541269,-0.4150785489,-0.2787647722,-0.1250000000
22.90000000,-11.739853,29.795846,-2.772794,-142.271737,-1.0320650081,-0.6931299331,-0.3108041269,-0.4150785489,-0.2787647722,-0.1250000000
22.95000000,-11.844097,29.725836,-2.804187,-142.271738,-1.0528189356,-0.7070681717,-0.3170541269,-0.4150785489,-0.2787647722,-0.1250000000
23.00000000,-11.950417,29.654432,-2.836204,-142.271737,-1.0735728630,-0.7210064103,-0.3233041269,-0.4150785489,-0.2787647722,-0.1250000000
23.05000000,-12.058812,29.581635,-2.868847,-142.271737,-1.0943267905,-0.7349446489,-0.3295541269,-0.4150785489,-0.2787647722,-0.1250000000
23.10000000,-12.169282,29.507443,-2.902115,-142.271737,-1.1150807179,-0.7488828876,-0.3358041269,-0.4150785489,-0.2787647722,-0.1250000000
23.15000000,-12.281828,29.431858,-2.936008,-142.271737,-1.1358346454,-0.7628211262,-0.3420541269,-0.4150785489,-0.2787647722,-0.1250000000
23.20000000,-12.396449,29.354879,-2.970526,-142.271737,-1.1565885728,-0.7767593648,-0.3483041269,-0.4150785489,-0.2787647722,-0.1250000000
23.25000000,-12.513146,29.276506,-3.005669,-142.271737,-1.1773425002,-0.7906976034,-0.3545541269,-0.4150785489,-0.2787647722,-0.1250000000
23.30000000,-12.631918,29.196740,-3.041437,-142.271737,-1.1980964277,-0.8046358420,-0.3608041269,-0.4150785489,-0.2787647722,-0.1250000000
23.35000000,-12.752765,29.115579,-3.077830,-142.271737,-1.2188503551,-0.8185740806,-0.3670541269,-0.4150785489,-0.2787647722,-0.1250000000
23.40000000,-12.875688,29.033025,-3.114848,-142.271737,-1.2396042826,-0.8325123192,-0.3733041269,-0.4150785489,-0.2787647722,-0.1250000000
23.45000000,-13.000686,28.949077,-3.152491,-142.271737,-1.2603582100,-0.8464505578,-0.3795541269,-0.4150785489,-0.2787647722,-0.1250000000
23.50000000,-13.127759,28.863735,-3.190759,-142.271737,-1.2811121375,-0.8603887964,-0.3858041269,-0.4150785489,-0.2787647722,-0.1250000000
23.55000000,-13.256908,28.776999,-3.229652,-142.271737,-1.3018660649,-0.8743270350,-0.3920541269,-0.4150785489,-0.2787647722,-0.1250000000
23.60000000,-13.388133,28.688870,-3.269169,-142.271737,-1.3226199924,-0.8882652736,-0.3983041269,-0.4150785489,-0.2787647722,-0.1250000000
23.65000000,-13.521432,28.599347,-3.309312,-142.271737,-1.3433739198,-0.9022035123,-0.4045541269,-0.4150785489,-0.2787647722,-0.1250000000
23.70000000,-13.656807,28.508429,-3.350080,-142.271737,-1.3641278473,-0.9161417509,-0.4108041269,-0.4150785489,-0.2787647722,-0.1250000000
23.75000000,-13.794258,28.416118,-3.391473,-142.271737,-1.3848817747,-0.9300799895,-0.4170541269,-0.4150785489,-0.2787647722,-0.1250000000
23.80000000,-13.933784,28.322413,-3.433491,-142.271737,-1.4056357022,-0.9440182281,-0.4233041269,-0.4150785489,-0.2787647722,-0.1250000000
23.85000000,-14.075385,28.227315,-3.476134,-142.271737,-1.4263896296,-0.9579564667,-0.4295541269,-0.4150785489,-0.2787647722,-0.1250000000
23.90000000,-14.219062,28.130822,-3.519402,-142.271737,-1.4471435571,-0.9718947053,-0.4358041269,-0.4150785489,-0.2787647722,-0.1250000000
23.95000000,-14.364814,28.032936,-3.563295,-142.271737,-1.4678974845,-0.9858329439,-0.4420541269,-0.4150785489,-0.2787647722,-0.1250000000
24.00000000,-14.512641,27.933656,-3.607813,-142.271737,-1.4886514120,-0.9997711825,-0.4483041269,-0.4150785489,-0.2787647722,-0.1250000000
24.05000000,-14.662544,27.832982,-3.652956,-142.271737,-1.5094053394,-1.0137094211,-0.4545541269,-0.4150785489,-0.2787647722,-0.1250000000
24.10000000,-14.814522,27.730914,-3.698724,-142.271737,-1.5301592668,-1.0276476597,-0.4608041269,-0.4150785489,-0.2787647722,-0.1250000000
24.15000000,-14.968576,27.627453,-3.745116,-142.271737,-1.5509131943,-1.0415858983,-0.4670541269,-0.4150785489,-0.2787647722,-0.1250000000
24.20000000,-15.124705,27.522597,-3.792134,-142.271737,-1.5716671217,-1.0555241370,-0.4733041269,-0.4150785489,-0.2787647722,-0.1250000000
24.25000000,-15.282909,27.416348,-3.839777,-142.271737,-1.5924210492,-1.0694623756,-0.4795541269,-0.4150785489,-0.2787647722,-0.1250000000
24.30000000,-15.443189,27.308705,-3.888045,-142.271737,-1.6131749766,-1.0834006142,-0.4858041269,-0.4150785489,-0.2787647722,-0.1250000000
24.35000000,-15.605544,27.199668,-3.936938,-142.271737,-1.6339289041,-1.0973388528,-0.4920541269,-0.4150785489,-0.2787647722,-0.1250000000
24.40000000,-15.769975,27.089237,-3.986456,-142.271737,-1.6546828315,-1.1112770914,-0.4983041269,-0.4150785489,-0.2787647722,-0.1250000000
24.45000000,-15.875440,27.018408,-4.018217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
24.50000000,-15.958455,26.962655,-4.043217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
24.55000000,-16.041471,26.906902,-4.068217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
24.60000000,-16.124487,26.851149,-4.093217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
24.65000000,-16.207503,26.795396,-4.118217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
24.70000000,-16.290518,26.739643,-4.143217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
24.75000000,-16.373534,26.683890,-4.168217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
24.80000000,-16.456550,26.628137,-4.193217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
24.85000000,-16.539565,26.572384,-4.218217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
24.90000000,-16.622581,26.516632,-4.243217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
24.95000000,-16.705597,26.460879,-4.268217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.00000000,-16.788612,26.405126,-4.293217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.05000000,-16.871628,26.349373,-4.318217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.10000000,-16.954644,26.293620,-4.343217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.15000000,-17.037660,26.237867,-4.368217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.20000000,-17.120675,26.182114,-4.393217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.25000000,-17.203691,26.126361,-4.418217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.30000000,-17.286707,26.070608,-4.443217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.35000000,-17.369722,26.014855,-4.468217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.40000000,-17.452738,25.959102,-4.493217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.45000000,-17.535754,25.903350,-4.518217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.50000000,-17.618770,25.847597,-4.543217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.55000000,-17.701785,25.791844,-4.568217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.60000000,-17.784801,25.736091,-4.593217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.65000000,-17.867817,25.680338,-4.618217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.70000000,-17.950832,25.624585,-4.643217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.75000000,-18.033848,25.568832,-4.668217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.80000000,-18.116864,25.513079,-4.693217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.85000000,-18.199880,25.457326,-4.718217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.90000000,-18.282895,25.401573,-4.743217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
25.95000000,-18.365911,25.345820,-4.768217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.00000000,-18.448927,25.290068,-4.793217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.05000000,-18.531942,25.234315,-4.818217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.10000000,-18.614958,25.178562,-4.843217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.15000000,-18.697974,25.122809,-4.868217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.20000000,-18.780990,25.067056,-4.893217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.25000000,-18.864005,25.011303,-4.918217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.30000000,-18.947021,24.955550,-4.943217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.35000000,-19.030037,24.899797,-4.968217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.40000000,-19.113052,24.844044,-4.993217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.45000000,-19.196068,24.788291,-5.018217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.50000000,-19.279084,24.732538,-5.043217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.55000000,-19.362099,24.676786,-5.068217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.60000000,-19.445115,24.621033,-5.093217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.65000000,-19.528131,24.565280,-5.118217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.70000000,-19.611147,24.509527,-5.143217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.75000000,-19.694162,24.453774,-5.168217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.80000000,-19.777178,24.398021,-5.193217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.85000000,-19.860194,24.342268,-5.218217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.90000000,-19.943209,24.286515,-5.243217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
26.95000000,-20.026225,24.230762,-5.268217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.00000000,-20.109241,24.175009,-5.293217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.05000000,-20.192257,24.119256,-5.318217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.10000000,-20.275272,24.063504,-5.343217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.15000000,-20.358288,24.007751,-5.368217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.20000000,-20.441304,23.951998,-5.393217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.25000000,-20.524319,23.896245,-5.418217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.30000000,-20.607335,23.840492,-5.443217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.35000000,-20.690351,23.784739,-5.468217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.40000000,-20.773367,23.728986,-5.493217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.45000000,-20.856382,23.673233,-5.518217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.50000000,-20.939398,23.617480,-5.543217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.55000000,-21.022414,23.561727,-5.568217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.60000000,-21.105429,23.505974,-5.593217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.65000000,-21.188445,23.450222,-5.618217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.70000000,-21.271461,23.394469,-5.643217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.75000000,-21.354477,23.338716,-5.668217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.80000000,-21.437492,23.282963,-5.693217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.85000000,-21.520508,23.227210,-5.718217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.90000000,-21.603524,23.171457,-5.743217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
27.95000000,-21.686539,23.115704,-5.768217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.00000000,-21.769555,23.059951,-5.793217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.05000000,-21.852571,23.004198,-5.818217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.10000000,-21.935586,22.948445,-5.843217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.15000000,-22.018602,22.892693,-5.868217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.20000000,-22.101618,22.836940,-5.893217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.25000000,-22.184634,22.781187,-5.918217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.30000000,-22.267649,22.725434,-5.943217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.35000000,-22.350665,22.669681,-5.968217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
