t,Px,Py,Pz,yaw,vn,ve,vd,an,ae,ad
9.45000000,-5.281691,18.147004,-4.725000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
9.50000000,-5.309637,18.243019,-4.750000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
9.55000000,-5.337582,18.339035,-4.775000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
9.60000000,-5.365528,18.435051,-4.800000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
9.65000000,-5.393473,18.531067,-4.825000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
9.70000000,-5.421419,18.627083,-4.850000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
9.75000000,-5.449364,18.723099,-4.875000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
9.80000000,-5.477310,18.819115,-4.900000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
9.85000000,-5.505255,18.915131,-4.925000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
9.90000000,-5.533201,19.011147,-4.950000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
9.95000000,-5.561146,19.107162,-4.975000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.00000000,-5.589091,19.203178,-5.000000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.05000000,-5.617037,19.299194,-5.025000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.10000000,-5.644982,19.395210,-5.050000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.15000000,-5.672928,19.491226,-5.075000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.20000000,-5.700873,19.587242,-5.100000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.25000000,-5.728819,19.683258,-5.125000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.30000000,-5.756764,19.779274,-5.150000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.35000000,-5.784710,19.875290,-5.175000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.40000000,-5.812655,19.971305,-5.200000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.45000000,-5.840601,20.067321,-5.225000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.50000000,-5.868546,20.163337,-5.250000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.55000000,-5.896491,20.259353,-5.275000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.60000000,-5.924437,20.355369,-5.300000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.65000000,-5.952382,20.451385,-5.325000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.70000000,-5.980328,20.547401,-5.350000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.75000000,-6.008273,20.643417,-5.375000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.80000000,-6.036219,20.739433,-5.400000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.85000000,-6.064164,20.835448,-5.425000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.90000000,-6.092110,20.931464,-5.450000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
10.95000000,-6.120055,21.027480,-5.475000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.00000000,-6.148001,21.123496,-5.500000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.05000000,-6.175946,21.219512,-5.525000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.10000000,-6.203891,21.315528,-5.550000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.15000000,-6.231837,21.411544,-5.575000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.20000000,-6.259782,21.507560,-5.600000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.25000000,-6.287728,21.603576,-5.625000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.30000000,-6.315673,21.699591,-5.650000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.35000000,-6.343619,21.795607,-5.675000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.40000000,-6.371564,21.891623,-5.700000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.45000000,-6.399510,21.987639,-5.725000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.50000000,-6.427455,22.083655,-5.750000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.55000000,-6.455401,22.179671,-5.775000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.60000000,-6.483346,22.275687,-5.800000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.65000000,-6.511292,22.371703,-5.825000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.70000000,-6.539237,22.467719,-5.850000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.75000000,-6.567182,22.563735,-5.875000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.80000000,-6.595128,22.659750,-5.900000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.85000000,-6.623073,22.755766,-5.925000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.90000000,-6.651019,22.851782,-5.950000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
11.95000000,-6.678964,22.947798,-5.975000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.00000000,-6.706910,23.043814,-6.000000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.05000000,-6.734855,23.139830,-6.025000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.10000000,-6.762801,23.235846,-6.050000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.15000000,-6.790746,23.331862,-6.075000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.20000000,-6.818692,23.427878,-6.100000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.25000000,-6.846637,23.523893,-6.125000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.30000000,-6.874582,23.619909,-6.150000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.35000000,-6.902528,23.715925,-6.175000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.40000000,-6.930473,23.811941,-6.200000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.45000000,-6.958419,23.907957,-6.225000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.50000000,-6.986364,24.003973,-6.250000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.55000000,-7.014310,24.099989,-6.275000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.60000000,-7.042255,24.196005,-6.300000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.65000000,-7.070201,24.292021,-6.325000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.70000000,-7.098146,24.388036,-6.350000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.75000000,-7.126092,24.484052,-6.375000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.80000000,-7.154037,24.580068,-6.400000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.85000000,-7.181982,24.676084,-6.425000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.90000000,-7.209928,24.772100,-6.450000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
12.95000000,-7.237873,24.868116,-6.475000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.00000000,-7.265819,24.964132,-6.500000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.05000000,-7.293764,25.060148,-6.525000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.10000000,-7.321710,25.156164,-6.550000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.15000000,-7.349655,25.252179,-6.575000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.20000000,-7.377601,25.348195,-6.600000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.25000000,-7.405546,25.444211,-6.625000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.30000000,-7.433492,25.540227,-6.650000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.35000000,-7.461437,25.636243,-6.675000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.40000000,-7.489383,25.732259,-6.700000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.45000000,-7.517328,25.828275,-6.725000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.50000000,-7.545273,25.924291,-6.750000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.55000000,-7.573219,26.020307,-6.775000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.60000000,-7.601164,26.116322,-6.800000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.65000000,-7.629110,26.212338,-6.825000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.70000000,-7.657055,26.308354,-6.850000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.75000000,-7.685001,26.404370,-6.875000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.80000000,-7.712946,26.500386,-6.900000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.85000000,-7.740892,26.596402,-6.925000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.90000000,-7.768837,26.692418,-6.950000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
13.95000000,-7.796783,26.788434,-6.975000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.00000000,-7.824728,26.884450,-7.000000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.05000000,-7.852673,26.980466,-7.025000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.10000000,-7.880619,27.076481,-7.050000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.15000000,-7.908564,27.172497,-7.075000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.20000000,-7.936510,27.268513,-7.100000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.25000000,-7.964455,27.364529,-7.125000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.30000000,-7.992401,27.460545,-7.150000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.35000000,-8.020346,27.556561,-7.175000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.40000000,-8.048292,27.652577,-7.200000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.45000000,-8.076237,27.748593,-7.225000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.50000000,-8.104183,27.844609,-7.250000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.55000000,-8.132128,27.940624,-7.275000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.60000000,-8.160073,28.036640,-7.300000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.65000000,-8.188019,28.132656,-7.325000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.70000000,-8.215964,28.228672,-7.350000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.75000000,-8.243910,28.324688,-7.375000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.80000000,-8.271855,28.420704,-7.400000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.85000000,-8.299801,28.516720,-7.425000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.90000000,-8.327746,28.612736,-7.450000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
14.95000000,-8.355692,28.708752,-7.475000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.00000000,-8.383637,28.804767,-7.500000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.05000000,-8.411583,28.900783,-7.525000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.10000000,-8.439528,28.996799,-7.550000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.15000000,-8.467474,29.092815,-7.575000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.20000000,-8.495419,29.188831,-7.600000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.25000000,-8.523364,29.284847,-7.625000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.30000000,-8.551310,29.380863,-7.650000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.35000000,-8.579255,29.476879,-7.675000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.40000000,-8.607201,29.572895,-7.700000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.45000000,-8.635146,29.668910,-7.725000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.50000000,-8.663092,29.764926,-7.750000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.55000000,-8.691037,29.860942,-7.775000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.60000000,-8.718983,29.956958,-7.800000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.65000000,-8.746928,30.052974,-7.825000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.70000000,-8.774874,30.148990,-7.850000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.75000000,-8.802819,30.245006,-7.875000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.80000000,-8.830764,30.341022,-7.900000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.85000000,-8.858710,30.437038,-7.925000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.90000000,-8.886655,30.533054,-7.950000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
15.95000000,-8.914601,30.629069,-7.975000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
16.00000000,-8.942546,30.725085,-8.000000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
16.05000000,-8.970492,30.821101,-8.025000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
16.10000000,-8.998437,30.917117,-8.050000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
16.15000000,-9.026383,31.013133,-8.075000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
16.20000000,-9.054328,31.109149,-8.100000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
16.25000000,-9.082274,31.205165,-8.125000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
16.30000000,-9.110219,31.301181,-8.150000,104.178958,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
16.35000000,-9.138164,31.397197,-8.175000,104.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
16.40000000,-9.166110,31.493212,-8.200000,105.178959,-0.5589091422,1.9203178307,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
16.45000000,-9.110314,31.301506,-8.150085,106.178959,-0.5538184558,1.9028270883,-0.4954458731,0.1397272855,-0.4800794577,0.1250000000
16.50000000,-9.022730,31.000581,-8.071732,107.178959,-0.5468320915,1.8788231155,-0.4891958731,0.1397272855,-0.4800794577,0.1250000000
16.55000000,-8.934447,30.697257,-7.992754,108.178959,-0.5398457273,1.8548191426,-0.4829458731,0.1397272855,-0.4800794577,0.1250000000
16.60000000,-8.845465,30.391532,-7.913151,109.178959,-0.5328593630,1.8308151697,-0.4766958731,0.1397272855,-0.4800794577,0.1250000000
16.65000000,-8.755785,30.083406,-7.832924,110.178959,-0.5258729987,1.8068111968,-0.4704458731,0.1397272855,-0.4800794577,0.1250000000
16.70000000,-8.665407,29.772881,-7.752071,111.178959,-0.5188866344,1.7828072239,-0.4641958731,0.1397272855,-0.4800794577,0.1250000000
16.75000000,-8.574330,29.459954,-7.670593,112.178959,-0.5119002701,1.7588032510,-0.4579458731,0.1397272855,-0.4800794577,0.1250000000
16.80000000,-8.482554,29.144628,-7.588491,113.178959,-0.5049139059,1.7347992782,-0.4516958731,0.1397272855,-0.4800794577,0.1250000000
16.85000000,-8.390079,28.826901,-7.505763,114.178959,-0.4979275416,1.7107953053,-0.4454458731,0.1397272855,-0.4800794577,0.1250000000
16.90000000,-8.296906,28.506774,-7.422410,115.178959,-0.4909411773,1.6867913324,-0.4391958731,0.1397272855,-0.4800794577,0.1250000000
16.95000000,-8.203034,28.184246,-7.338433,116.178959,-0.4839548130,1.6627873595,-0.4329458731,0.1397272855,-0.4800794577,0.1250000000
17.00000000,-8.108464,27.859318,-7.253830,117.178959,-0.4769684488,1.6387833866,-0.4266958731,0.1397272855,-0.4800794577,0.1250000000
17.05000000,-8.013195,27.531989,-7.168602,118.178959,-0.4699820845,1.6147794137,-0.4204458731,0.1397272855,-0.4800794577,0.1250000000
17.10000000,-7.917227,27.202260,-7.082749,119.178959,-0.4629957202,1.5907754409,-0.4141958731,0.1397272855,-0.4800794577,0.1250000000
17.15000000,-7.820560,26.870131,-6.996272,120.178959,-0.4560093559,1.5667714680,-0.4079458731,0.1397272855,-0.4800794577,0.1250000000
17.20000000,-7.723195,26.535601,-6.909169,121.178959,-0.4490229917,1.5427674951,-0.4016958731,0.1397272855,-0.4800794577,0.1250000000
17.25000000,-7.625132,26.198671,-6.821441,122.178959,-0.4420366274,1.5187635222,-0.3954458731,0.1397272855,-0.4800794577,0.1250000000
17.30000000,-7.526370,25.859340,-6.733089,123.178959,-0.4350502631,1.4947595493,-0.3891958731,0.1397272855,-0.4800794577,0.1250000000
17.35000000,-7.426909,25.517609,-6.644111,124.178959,-0.4280638988,1.4707555764,-0.3829458731,0.1397272855,-0.4800794577,0.1250000000
17.40000000,-7.326749,25.173478,-6.554508,125.178959,-0.4210775345,1.4467516036,-0.3766958731,0.1397272855,-0.4800794577,0.1250000000
17.45000000,-7.225891,24.826946,-6.464280,126.178959,-0.4140911703,1.4227476307,-0.3704458731,0.1397272855,-0.4800794577,0.1250000000
17.50000000,-7.124334,24.478014,-6.373428,127.178959,-0.4071048060,1.3987436578,-0.3641958731,0.1397272855,-0.4800794577,0.1250000000
17.55000000,-7.022079,24.126681,-6.281950,128.178959,-0.4001184417,1.3747396849,-0.3579458731,0.1397272855,-0.4800794577,0.1250000000
17.60000000,-6.919125,23.772949,-6.189847,129.178959,-0.3931320774,1.3507357120,-0.3516958731,0.1397272855,-0.4800794577,0.1250000000
17.65000000,-6.815472,23.416815,-6.097120,130.178959,-0.3861457132,1.3267317391,-0.3454458731,0.1397272855,-0.4800794577,0.1250000000
17.70000000,-6.711120,23.058281,-6.003767,131.178959,-0.3791593489,1.3027277663,-0.3391958731,0.1397272855,-0.4800794577,0.1250000000
17.75000000,-6.606070,22.697347,-5.909789,132.178959,-0.3721729846,1.2787237934,-0.3329458731,0.1397272855,-0.4800794577,0.1250000000
17.80000000,-6.500322,22.334013,-5.815187,133.178959,-0.3651866203,1.2547198205,-0.3266958731,0.1397272855,-0.4800794577,0.1250000000
17.85000000,-6.393875,21.968278,-5.719959,134.178959,-0.3582002560,1.2307158476,-0.3204458731,0.1397272855,-0.4800794577,0.1250000000
17.90000000,-6.286729,21.600143,-5.624106,135.178959,-0.3512138918,1.2067118747,-0.3141958731,0.1397272855,-0.4800794577,0.1250000000
17.95000000,-6.178884,21.229607,-5.527628,136.178959,-0.3442275275,1.1827079018,-0.3079458731,0.1397272855,-0.4800794577,0.1250000000
18.00000000,-6.070341,20.856671,-5.430526,137.178959,-0.3372411632,1.1587039290,-0.3016958731,0.1397272855,-0.4800794577,0.1250000000
18.05000000,-5.961099,20.481334,-5.332798,138.178959,-0.3302547989,1.1346999561,-0.2954458731,0.1397272855,-0.4800794577,0.1250000000
18.10000000,-5.851159,20.103597,-5.234445,139.178959,-0.3232684347,1.1106959832,-0.2891958731,0.1397272855,-0.4800794577,0.1250000000
18.15000000,-5.740520,19.723460,-5.135468,140.178959,-0.3162820704,1.0866920103,-0.2829458731,0.1397272855,-0.4800794577,0.1250000000
18.20000000,-5.629182,19.340922,-5.035865,141.178959,-0.3092957061,1.0626880374,-0.2766958731,0.1397272855,-0.4800794577,0.1250000000
18.25000000,-5.517145,18.955984,-4.935637,142.178959,-0.3023093418,1.0386840645,-0.2704458731,0.1397272855,-0.4800794577,0.1250000000
18.30000000,-5.404410,18.568646,-4.834784,143.178959,-0.2953229776,1.0146800917,-0.2641958731,0.1397272855,-0.4800794577,0.1250000000
18.35000000,-5.290977,18.178907,-4.733307,144.178959,-0.2883366133,0.9906761188,-0.2579458731,0.1397272855,-0.4800794577,0.1250000000
18.40000000,-5.176845,17.786767,-4.631204,145.178959,-0.2813502490,0.9666721459,-0.2516958731,0.1397272855,-0.4800794577,0.1250000000
18.45000000,-5.062014,17.392228,-4.528476,146.178959,-0.2743638847,0.9426681730,-0.2454458731,0.1397272855,-0.4800794577,0.1250000000
18.50000000,-4.946484,16.995288,-4.425124,147.178959,-0.2673775204,0.9186642001,-0.2391958731,0.1397272855,-0.4800794577,0.1250000000
18.55000000,-4.830256,16.595947,-4.321146,148.178959,-0.2603911562,0.8946602272,-0.2329458731,0.1397272855,-0.4800794577,0.1250000000
18.60000000,-4.713329,16.194206,-4.216543,149.178959,-0.2534047919,0.8706562544,-0.2266958731,0.1397272855,-0.4800794577,0.1250000000
18.65000000,-4.595704,15.790065,-4.111316,150.178959,-0.2464184276,0.8466522815,-0.2204458731,0.1397272855,-0.4800794577,0.1250000000
18.70000000,-4.477380,15.383523,-4.005463,151.178959,-0.2394320633,0.8226483086,-0.2141958731,0.1397272855,-0.4800794577,0.1250000000
18.75000000,-4.358357,14.974581,-3.898985,152.178959,-0.2324456991,0.7986443357,-0.2079458731,0.1397272855,-0.4800794577,0.1250000000
18.80000000,-4.238635,14.563239,-3.791882,153.178959,-0.2254593348,0.7746403628,-0.2016958731,0.1397272855,-0.4800794577,0.1250000000
18.85000000,-4.118215,14.149496,-3.684155,154.178959,-0.2184729705,0.7506363899,-0.1954458731,0.1397272855,-0.4800794577,0.1250000000
18.90000000,-3.997097,13.733353,-3.575802,155.178959,-0.2114866062,0.7266324171,-0.1891958731,0.1397272855,-0.4800794577,0.1250000000
18.95000000,-3.875280,13.314809,-3.466824,156.178959,-0.2045002420,0.7026284442,-0.1829458731,0.1397272855,-0.4800794577,0.1250000000
19.00000000,-3.752764,12.893865,-3.357222,157.178959,-0.1975138777,0.6786244713,-0.1766958731,0.1397272855,-0.4800794577,0.1250000000
19.05000000,-3.629549,12.470520,-3.246994,158.178959,-0.1905275134,0.6546204984,-0.1704458731,0.1397272855,-0.4800794577,0.1250000000
